Entity1	Entity2	Value
snomed:Dibromomannitol	nci:Mitobronitol	0.62
snomed:Angiogenin	nci:Angiogenin	0.55
snomed:Small_plaque_parapsoriasis	nci:Small_Plaque_Parapsoriasis	0.62
snomed:Contact_dermatitis_due_to_solar_radiation	nci:Sun_Exposure_Dermatitis	0.14
snomed:Hydroxyamphetamine_hydrobromide	nci:Hydroxyamphetamine_Hydrobromide	0.5
snomed:Claustral_structure	nci:Claustrum	0.35
snomed:Transfusion_of_blood_product	nci:Transfusion	0.38
snomed:Muscle_of_tongue	nci:Tongue_Muscle	0.49
snomed:Juxtacortical_chondroma	nci:Periosteal_Chondroma	0.61
snomed:Piracetam	nci:Piracetam	0.5
snomed:Oat_cell_carcinoma_of_lung	nci:Small_Cell_Lung_Carcinoma	0.69
snomed:Cerebellopontine_angle_tumor	nci:Cerebellopontine_Angle_Neoplasm	0.74
snomed:Anal_structure	nci:Anus	0.36
snomed:Cellulitis	nci:Cellulitis	0.62
snomed:Epithalamic_structure	nci:Epithalamus	0.38
snomed:Insomnia	nci:Insomnia	0.64
snomed:Forodesine	nci:Immucillin-H	0.47
snomed:Lawyer	nci:Attorney	0.64
snomed:Mixed_germ_cell_tumor	nci:Polyembryoma	0.5
snomed:Speculum_device	nci:Speculum	0.48
snomed:Malaria	nci:Malaria	0.64
snomed:Juxta_posed	nci:Adjacent	0.07
snomed:Thalassemia	nci:Thalassemia	0.78
snomed:Hodgkin_s_lymphocytic_depletion_of_unspecified_site	nci:Lymphocyte_Depleted_Hodgkin_s_Lymphoma	0.43
snomed:Cimicifuga_racemosa_preparation	nci:Black_Cohosh	0.0
snomed:Craniotomy	nci:Craniotomy	0.6
snomed:Liberally	nci:Liberally	0.63
snomed:Grand_mother	nci:Grandmother	0.64
snomed:Injury_of_foot	nci:Foot_Injury	0.46
snomed:Coughing	nci:Cough	0.43
snomed:Circular	nci:Circle	0.5
snomed:Neoplasm_of_esophagus	nci:Esophageal_Neoplasm	0.83
snomed:Osteolysis	nci:Osteolysis	0.64
snomed:Thrombolytic_therapy	nci:Thrombolytic_Therapy	0.83
snomed:Neoplasm_of_retina	nci:Retinal_Neoplasm	0.68
snomed:Prostate_specific_antigen_measurement	nci:PSA_Assay	0.54
snomed:Fluorescein_product	nci:Fluorescein	0.43
snomed:Secondary_polycythemia_with_excess_erythropoietin	nci:Polycythaemia_due_to_Excess_Erythropoetin_Production	0.39
snomed:Triticum	nci:Triticum	0.55
snomed:Substance_of_abuse	nci:Substance_of_Abuse	0.51
snomed:Restricted	nci:Restriction	0.5
snomed:Pharyngitis	nci:Pharyngitis	0.6
snomed:Parapsoriasis_lichenoides	nci:Parapsoriasis_Lichenoides	0.65
snomed:Sulfisoxazole_acetyl	nci:Sulfisoxazole_Acetyl	0.55
snomed:Vernal_conjunctivitis	nci:Vernal_Conjunctivitis	0.63
snomed:Robertsonian_translocation	nci:Robertsonian_Translocation	0.56
snomed:Menstruation_disorder_NOS	nci:Menstrual_Disorder	0.48
snomed:Unspecified_circumscribed_scleroderma	nci:Localized_Scleroderma	0.32
snomed:Sierra_Leone	nci:Sierra_Leone	0.6
snomed:Corneal_edema_NOS	nci:Corneal_Edema	0.59
snomed:Nursing_home	nci:Nursing_Home	0.56
snomed:Belgian_malinois_dog	nci:Belgian_Malinois	0.47
snomed:Hospital	nci:Hospital	0.52
snomed:Pinna_structure	nci:Auricle	0.03
snomed:Neoplasm_of_aortic_body	nci:Aortic_Body_Paraganglioma	0.62
snomed:Sterile	nci:Sterile	0.5
snomed:Infrared_therapy_NOS	nci:Infrared_Radiation_Therapy	0.77
snomed:Respiratory_rate	nci:Respiratory_Rate	0.56
snomed:Malignant_neoplasm_of_vulva_unspecified	nci:Malignant_Vulvar_Neoplasm	0.52
snomed:Epithelial_tumor_benign_no_ICD_O_subtype	nci:Benign_Epithelioma	0.21
snomed:Tioconazole	nci:Tioconazole	0.6
snomed:Viral_infection_NOS	nci:Viral_Infection	0.5
snomed:Tolazamide	nci:Tolazamide	0.53
snomed:Lymphocyte_antigen_CD6	nci:T-Cell_Differentiation_Antigen_CD6	0.33
snomed:Probe_device	nci:Device_Probe	0.52
snomed:Intracystic_carcinoma	nci:Noninfiltrating_Intracystic_Breast_Carcinoma	0.33
snomed:Pruritus_NOS	nci:Pruritus	0.62
snomed:Phenylalanine	nci:Phenylalanine	0.5
snomed:Immature_teratoma_of_ovary	nci:Immature_Ovarian_Teratoma	0.68
snomed:Tongue_structure	nci:Tongue	0.38
snomed:Chronic_leukemia_disease	nci:Chronic_Leukemia	0.73
snomed:Cotinine	nci:Cotinine	0.5
snomed:Structure_of_internal_thoracic_vein	nci:Internal_Thoracic_Vein	0.42
snomed:Structure_of_lobe_of_prostate	nci:Prostate_Gland_Lobe	0.26
snomed:Nepafenac	nci:Nepafenac	0.58
snomed:Fenticonazole	nci:Fenticonazole	0.61
snomed:Atorvastatin	nci:Atorvastatin	0.57
snomed:Cyst_of_vagina	nci:Vaginal_Cyst	0.56
snomed:Malignant_neoplasm_of_pleura_NOS	nci:Malignant_Pleural_Neoplasm	0.61
snomed:Autonomic_nervous_system_structure	nci:Autonomic_Nervous_System	0.46
snomed:Tripotassium_dicitratobismuthate	nci:Bismuth_Subcitrate	0.19
snomed:Niclosamide	nci:Niclosamide	0.64
snomed:Optic_atrophy_NOS	nci:Optic_Atrophy	0.54
snomed:ECG_finding	nci:Electrocardiographic_Finding	0.1
snomed:Antifungal	nci:Antifungal_Agent	0.63
snomed:With_distance	nci:Distance	0.4
snomed:Incomplete_right_bundle_branch_block	nci:Incomplete_Right_Bundle_Branch_Block	0.67
snomed:Soft_diet	nci:Soft_Diet	0.58
snomed:Malignant_hypertension	nci:Malignant_Hypertension	0.65
snomed:Operating_theatre	nci:Operating_Room	0.5
snomed:Spain	nci:Spain	0.6
snomed:Iothalamate_meglumine	nci:Iothalamate_Meglumine	0.54
snomed:Endometrial_cystic_hyperplasia	nci:Cystic_Endometrial_Hyperplasia	0.75
snomed:liter	nci:Liter	0.68
snomed:Mobitz_type_I_incomplete_atrioventricular_block	nci:AV_Block_Second_Degree_Mobitz_Type_I	0.58
snomed:Serologic	nci:Serological	0.59
snomed:Benign_cystic_nephroma	nci:Benign_Cystic_Nephroma	0.5
snomed:Mastiff_dog	nci:Mastiff	0.45
snomed:Stenosis_of_urinary_meatus	nci:Urethral_Meatus_Stenosis	0.47
snomed:Multi_infarct_dementia	nci:Multi-infarct_Dementia	0.64
snomed:Entacapone	nci:Entacapone	0.54
snomed:Chondrectomy_of_spine	nci:Discectomy	0.13
snomed:Ciprofloxacin_hydrochloride	nci:Ciprofloxacin_Hydrochloride	0.58
snomed:D_alpha_tocopherol	nci:d-alpha-Tocopherol	0.61
snomed:Intravascular_fasciitis	nci:Intravascular_Nodular_Fasciitis	0.64
snomed:Continuous	nci:Continuing	0.41
snomed:Bernese_mountain_dog	nci:Bernese_Mountain_Dog	0.5
snomed:Aminosalicylic_sodium	nci:Aminosalicylate_Sodium	0.5
snomed:Pigmentary_pallidal_degeneration	nci:Brain_Iron_Accumulation_Type_I_Syndrome	0.24
snomed:Vaccenic_acid	nci:Vaccenic_Acid	0.64
snomed:Hair_nevus	nci:Hairy_Nevus	0.64
snomed:Osteomalacia	nci:Osteomalacia	0.62
snomed:Nilotinib	nci:AMN107	0.59
snomed:Neoplasm_of_pituitary_gland	nci:Pituitary_Gland_Neoplasm	0.73
snomed:Structure_of_mandibular_left_first_molar_tooth	nci:Tooth_19	0.25
snomed:Chronic_salpingitis	nci:Chronic_Salpingitis	0.69
snomed:Teratoma_benign	nci:Benign_Teratoma	0.63
snomed:Retinaldehyde	nci:Retinal	0.5
snomed:Curcumin_stain	nci:Curcumin	0.43
snomed:Arthropathies_NOS	nci:Joint_Disorder	0.0
snomed:Testis_structure	nci:Testis	0.41
snomed:Panitumumab	nci:Monoclonal_Antibody_ABX-EGF	0.71
snomed:Malignant_tumor_of_appendix	nci:Malignant_Appendix_Neoplasm	0.68
snomed:Captopril	nci:Enalaprilat	0.09
snomed:Fibrohistiocytic_tumor_of_skin	nci:Fibrohistiocytic_Neoplasm	0.67
snomed:Salivary_duct_carcinoma	nci:Salivary_Duct_Carcinoma	0.56
snomed:Ulcer_of_esophagus_NOS	nci:Esophageal_Ulcer	0.43
snomed:Structure_of_sinoatrial_node	nci:Sinoatrial_Node	0.44
snomed:Iopanoic_acid	nci:Iopanoic_Acid	0.55
snomed:Bile_pigment	nci:Bile_Pigment	0.6
snomed:Elbow_fracture	nci:Elbow_Fracture	0.6
snomed:Iliac_vein_structure	nci:Iliac_Vein	0.5
snomed:Oculodermal_melanocytosis	nci:Nevus_of_Ota	0.6
snomed:Essential_amino_acid	nci:c_Essential_Amino_Acid	0.52
snomed:With_configuration	nci:Arrangement	0.43
snomed:Cerebrovascular_disease	nci:Cerebrovascular_Disorder	0.61
snomed:Bone_injury	nci:Bone_Injury	0.66
snomed:Unspecified_iridocyclitis	nci:Iridocyclitis	0.49
snomed:Diazepam	nci:Diazepam	0.59
snomed:Sulfacetamide_sodium	nci:Sulfacetamide	0.55
snomed:Losartan_potassium	nci:Losartan_Potassium	0.65
snomed:Structure_of_right_pulmonary_vein	nci:Right_Pulmonary_Vein	0.42
snomed:Interstitial_nephritis	nci:Interstitial_Nephritis	0.57
snomed:Generalized_erythroderma	nci:Erythroderma	0.48
snomed:Internal	nci:Internal	0.6
snomed:Immune_complex_glomerulonephritis	nci:Immune_Complex_Glomerulonephritis	0.69
snomed:Squash	nci:Squash	0.59
snomed:Structure_of_extensor_carpi_radialis_brevis_muscle	nci:Extensor_Carpi_Radialis_Brevis	0.43
snomed:Unspecified_pyelonephritis_NOS	nci:Pyelonephritis	0.51
snomed:Illegally_induced_abortion	nci:Illegal_Abortion	0.47
snomed:Malignant_tumor_small_cell_type	nci:Malignant_Tumor_Small_Cell_Type	0.6
snomed:Acute_myelomonocytic_leukemia_FAB_M4	nci:Acute_Myelomonocytic_Leukemia	0.64
snomed:Structure_of_left_renal_artery	nci:Left_Renal_Artery	0.45
snomed:Dipipanone	nci:Dipipanone	0.53
snomed:Myocarditis_NOS	nci:Myocarditis	0.6
snomed:Staphylococcus_coagulase_negative	nci:Coagulase-Negative_Staphylococcus	0.93
snomed:Sparfloxacin	nci:Sparfloxacin	0.58
snomed:Proxymetacaine	nci:Proparacaine	0.39
snomed:Neoplasm_of_palate	nci:Palate_Neoplasm	0.82
snomed:Branch_of_posterior_cerebral_artery	nci:Posterior_Cerebral_Artery_Branch	0.55
snomed:Every_four_hours	nci:Every_Four_Hours	0.63
snomed:Australasia	nci:Oceania	0.0
snomed:Secretory_granule	nci:Secretory_Vesicle	0.48
snomed:Pump_device	nci:Pump	0.41
snomed:Red_blood_cell_count	nci:Erythrocyte_Count	0.81
snomed:Ameloblastic_fibrosarcoma	nci:Ameloblastic_Fibrosarcoma	0.61
snomed:Secondary_malignant_neoplasm_of_small_intestine	nci:Metastasis_to_the_Small_Intestine	0.7
snomed:Calusterone	nci:Calusterone	0.5
snomed:Sphygmomanometer_device	nci:Sphygmomanometer	0.54
snomed:Saturated_fatty_acid	nci:Saturated_Fatty_Acid	0.72
snomed:Perindopril_erbumine	nci:Perindopril_Erbumine	0.53
snomed:Noonan_s_syndrome	nci:Noonan_Syndrome	0.53
snomed:Ailanthus_altissima	nci:Ailanthus_glandulosus	0.56
snomed:Systemic_sclerosis	nci:Systemic_Scleroderma	0.65
snomed:Right_bundle_branch_block	nci:Right_Bundle_Branch_Block	0.61
snomed:Medullary_thyroid_carcinoma	nci:Medullary_Carcinoma	0.45
snomed:Malignant_neoplasm_of_cervix_uteri_NOS	nci:Malignant_Cervical_Neoplasm	0.59
snomed:Kingdom_Fungi	nci:Fungi	0.31
snomed:S_protein_complement_component	nci:Vitronectin	0.34
snomed:Epidermal_growth_factor	nci:Epidermal_Growth_Factor	0.5
snomed:Structure_of_decidua_parietalis	nci:Decidua_Parietalis	0.42
snomed:Abducens_nerve_palsy	nci:Abducens_Nerve_Disorder	0.47
snomed:Disorder_of_electrolytes	nci:Electrolyte_Disorder	0.48
snomed:beta_Endorphin	nci:Beta_Endorphin	0.54
snomed:Chronic_monocytic_leukemia	nci:Chronic_Monocytic_Leukemia	0.57
snomed:Pathological_fracture	nci:Pathologic_Fracture	0.55
snomed:Exudative_cyst_of_iris	nci:Iris_Exudative_Cyst	0.67
snomed:Utes	nci:Ute	0.49
snomed:Cardiac_catheterization	nci:Cardiac_Catheterization	0.72
snomed:Malignant_tumor_of_choroid	nci:Malignant_Choroid_Neoplasm	0.68
snomed:Subtotal_thyroidectomy	nci:Partial_Thyroidectomy	0.73
snomed:Greater_Swiss_Mountain_Dog_breed	nci:Greater_Swiss_Mountain_Dog	0.47
snomed:Cerebrovascular_disease_NOS	nci:Cerebrovascular_Disorder	0.63
snomed:Esophageal_structure	nci:Esophagus	0.28
snomed:Superficial_parotidectomy	nci:Superficial_Parotidectomy	0.76
snomed:Single_photon_emission_computerized_tomography	nci:Single_Photon_Emission_Computed_Tomography	0.54
snomed:Dipivefrin_hydrochloride	nci:Dipivefrin_Hydrochloride	0.5
snomed:calorie	nci:Calorie	0.76
snomed:Abarelix	nci:Abarelix	0.58
snomed:Partial_salpingectomy	nci:Partial_Salpingectomy	0.75
snomed:Folescutol	nci:Folescutol	0.5
snomed:Squamous_cell_carcinoma_of_bladder	nci:Bladder_Squamous_Cell_Carcinoma	0.7
snomed:Myasthenia_gravis_NOS	nci:Myasthenia_Gravis	0.56
snomed:Benign_neoplasm_of_male_breast	nci:Benign_Male_Breast_Neoplasm	0.8
snomed:Disorder_of_penis	nci:Penile_Disorder	0.49
snomed:Chronic_rejection_of_renal_transplant	nci:Chronic_Allograft_Nephropathy	0.14
snomed:Mometasone	nci:Mometasone	0.56
snomed:Structure_of_ciliary_processes	nci:Ciliary_Process	0.39
snomed:Injury_of_ankle	nci:Ankle_Injury	0.48
snomed:Macular_retinal_edema	nci:Macular_Edema	0.52
snomed:ST_Depression	nci:ST_Depression	0.56
snomed:Non_Hodgkin_s_lymphoma	nci:Non-Hodgkin_s_Lymphoma	0.56
snomed:Leukocyte_esterase_measurement	nci:Leukocyte_Esterase_Measurement	0.68
snomed:Old_myocardial_infarction	nci:Old_Myocardial_Infarction	0.72
snomed:Clomiphene	nci:Clomiphene_Base	0.6
snomed:Ethotoin	nci:Ethotoin	0.53
snomed:Adenocarcinoma_with_cartilaginous_and_osseous_metaplasia	nci:Adenocarcinoma_with_Cartilaginous_and_Osseous_Metaplasia	0.69
snomed:Enteral_route	nci:Enteral_Route_of_Drug_Administration	0.46
snomed:Ethanolamine	nci:Ethanolamine	0.5
snomed:Allergic_contact_dermatitis	nci:Allergic_Contact_Dermatitis	0.68
snomed:Idiopathic_cyst_of_ciliary_body	nci:Ciliary_Body_Idiopathic_Cyst	0.65
snomed:Phenylephrine_hydrochloride	nci:Phenylephrine	0.53
snomed:Single_major_depressive_episode_NOS	nci:Single_Episode_of_Major_Depressive_Disorder	0.5
snomed:Carcinoma_of_prostate	nci:Prostate_Carcinoma	0.62
snomed:Israel	nci:Israel	0.6
snomed:Mebutamate	nci:Mebutamate	0.5
snomed:North_Carolina	nci:North_Carolina	0.5
snomed:Pernicious_anemia	nci:Pernicious_Anemia	0.64
snomed:Retinal_defect	nci:Retinal_Defect	0.64
snomed:Dengue_hemorrhagic_fever	nci:Dengue_Hemorrhagic_Fever	0.58
snomed:Mixed_mineral_dust_pneumoconiosis	nci:Mixed_Mineral_Dust_Pneumoconiosis	0.66
snomed:Neoplasm_of_nasopharynx	nci:Nasopharyngeal_Neoplasm	0.76
snomed:Mu_heavy_chain_disease	nci:Mu_Heavy_Chain_Disease	0.65
snomed:Levocetirizine	nci:Levocetirizine	0.58
snomed:Tick_borne_hemorrhagic_fever	nci:Tick-Born_Hemorrhagic_Fever	0.62
snomed:Irritant_contact_dermatitis	nci:Irritant_Contact_Dermatitis	0.59
snomed:Degeneration_of_lumbar_intervertebral_disc	nci:Lumbar_Disc_Degenerative_Disorder	0.57
snomed:Astringent_agent	nci:Astringent	0.44
snomed:Neoplasm_of_temporal_lobe	nci:Temporal_Lobe_Neoplasm	0.7
snomed:Avena	nci:Avena	0.56
snomed:Pa	nci:Pascal	0.21
snomed:Pheochromocytoma	nci:Adrenal_Pheochromocytoma	0.41
snomed:With_intensity	nci:Intensity	0.41
snomed:Mannosidosis	nci:Mannosidosis	0.63
snomed:Structure_of_chorionic_plate	nci:Chorionic_Plate	0.38
snomed:Chlorine	nci:Chlorine	0.5
snomed:Collagenase_product	nci:Collagenase	0.43
snomed:Duration	nci:Duration	0.5
snomed:Aspergillosis	nci:Aspergillosis	0.53
snomed:Felodipine	nci:Felodipine	0.6
snomed:Opiate_agonist	nci:Opioid	0.29
snomed:Thyroid_isthmectomy	nci:Thyroid_Isthmectomy	0.82
snomed:Human_papilloma_virus_infection	nci:Human_Papilloma_Virus_Infection	0.55
snomed:Unilateral	nci:unilateral	0.56
snomed:Unspecified_conjunctivitis	nci:Conjunctivitis	0.46
snomed:Quercetin	nci:Quercetin	0.53
snomed:Gemfibrozil	nci:Gemfibrozil	0.55
snomed:Retinal_transient_arterial_occlusion_NOS	nci:Transient_Retinal_Arterial_Occlusion	0.64
snomed:Preparation_of_bowel_for_procedure	nci:Bowel_Preparation	0.66
snomed:Anemia_due_to_disorders_of_nucleotide_metabolism	nci:Anemia_due_to_Disorder_of_Nucleotide_Metabolism	0.61
snomed:Pleural_fibroma	nci:Solitary_Fibrous_Tumor_of_the_Pleura_and_Peritoneum	0.4
snomed:Disorder_of_lysosomal_enzyme	nci:Lysosomal_Storage_Disease	0.27
snomed:Structure_of_ascending_limb_of_Henle_s_loop	nci:Ascending_Limb_of_the_Henle_s_Loop	0.47
snomed:Developmental_odontogenic_cyst	nci:Odontogenic_Cyst	0.49
snomed:Interferon_beta_1b_preparation	nci:Interferon_Beta-1B	0.6
snomed:Urgent_desire_for_stool	nci:Defecation_Urgency	0.15
snomed:Heme	nci:Heme_Group	0.5
snomed:Angle_closure_glaucoma	nci:Angle_Closure_Glaucoma	0.65
snomed:Fibromyxosarcoma	nci:Myxoid_Dermatofibrosarcoma_Protuberans	0.36
snomed:Antithyroid_agent	nci:Antithyroid_Agent	0.71
snomed:Structure_of_postcentral_sulcus	nci:Postcentral_Sulcus	0.47
snomed:Astrocyte	nci:Astrocyte	0.67
snomed:Perifollicular_fibroma	nci:Perifollicular_Fibroma	0.62
snomed:Squamous_cell_carcinoma_clear_cell_type	nci:Squamous_Cell_Carcinoma_Clear_Cell_Type	0.72
snomed:Behcet_s_syndrome	nci:Behcet_s_Syndrome	0.56
snomed:Amelanotic_malignant_melanoma_of_skin	nci:Amelanotic_Skin_Melanoma	0.68
snomed:Pleural_empyema_NOS	nci:Pulmonary_Empyema	0.06
snomed:Squamous_cell_carcinoma_of_cervix	nci:Cervical_Squamous_Cell_Carcinoma	0.65
snomed:Periodontitis	nci:Periodontitis	0.69
snomed:Edetate_disodium	nci:Edetate_Disodium	0.57
snomed:Asparaginase	nci:Asparaginase	0.54
snomed:Cromolyn_sodium	nci:Cromolyn_Sodium	0.52
snomed:Interferon_alpha_2a	nci:Interferon_Alpha-2a	0.71
snomed:Vitamin_B_deficiency_NOS	nci:Vitamin_B_Deficiency	0.52
snomed:Trimipramine_maleate	nci:Trimipramine_Maleate	0.56
snomed:Ependymoma_anaplastic	nci:Anaplastic_Ependymoma	0.7
snomed:Injury_of_larynx	nci:Laryngeal_Injury	0.39
snomed:Hidradenoma_of_skin	nci:Eccrine_Acrospiroma	0.0
snomed:Remifentanil	nci:Remifentanil	0.53
snomed:Common_iliac_node	nci:Iliac_Lymph_Node	0.24
snomed:Hematuria_syndrome	nci:Hematuria	0.44
snomed:Dermoepidermal_junction	nci:Dermo-Epidermal_Junction	0.6
snomed:Strawberry_nevus_of_skin	nci:Infantile_Hemangioma	0.0
snomed:Heart_disease_NOS	nci:Heart_Disease	0.51
snomed:Hirschsprung_s_disease	nci:Aganglionic_Megacolon	0.58
snomed:Pyridoxine	nci:Pyridoxine	0.6
snomed:Rest	nci:Resting	0.42
snomed:Structure_of_supramarginal_gyrus	nci:Supramarginal_Gyrus	0.46
snomed:Vascular_dementia	nci:Vascular_Dementia	0.72
snomed:Allergic_granulomatosis_angiitis	nci:Churg-Strauss_Syndrome	0.55
snomed:Structure_of_crus_of_helix	nci:Crus_Helicis	0.22
snomed:Female_genital_tract_NOS	nci:Female_Genitalia	0.43
snomed:Allspice	nci:Allspice	0.5
snomed:Serous_cystadenoma_of_ovary	nci:Ovarian_Serous_Cystadenoma	0.67
snomed:Palmitic_acid	nci:Palmitic_Acid	0.58
snomed:Structure_of_mucous_membrane_of_larynx	nci:Laryngeal_Mucosa	0.09
snomed:Junctional_melanocytic_nevus_of_skin	nci:Junction_Nevus	0.69
snomed:Adenomatous_polyp_of_cervix	nci:Cervical_Polyp	0.62
snomed:Nucleotide	nci:Nucleotides	0.62
snomed:Posture	nci:Body_Position	0.0
snomed:Giant_cell_tumor	nci:Giant_Cell_Tumor	0.68
snomed:Juvenile_xanthogranuloma	nci:Juvenile_Xanthogranuloma	0.55
snomed:Infiltrating_duct_carcinoma_of_breast	nci:Invasive_Ductal_Carcinoma_not_Otherwise_Specified	0.68
snomed:Sulfacytine	nci:Sulfacytine	0.56
snomed:Deficiency_of_humoral_immunity_NOS	nci:Deficiency_of_Humoral_Immunity	0.48
snomed:Benign_neoplasm_of_skin_of_eyelid	nci:Benign_Eyelid_Neoplasm	0.68
snomed:Repaglinide	nci:Repaglinide	0.54
snomed:Biopsy_of_bronchus	nci:Bronchial_Biopsy	0.77
snomed:Laser_device	nci:Laser	0.44
snomed:Adenoma_of_lung	nci:Lung_Adenoma	0.74
snomed:Occult	nci:Hidden	0.19
snomed:Ropivacaine	nci:Ropivacaine	0.5
snomed:Leiomyoma_no_ICD_O_subtype	nci:Uterine_Corpus_Leiomyoma	0.24
snomed:Carcinoma_in_situ_of_lung	nci:Stage_0_Lung_Cancer	0.47
snomed:Atomoxetine	nci:Atomoxetine_Hydrochloride	0.48
snomed:Juvenile_fibroadenoma	nci:Juvenile_Fibroadenoma	0.63
snomed:Skin_melanoma_TNM_finding	nci:Cutaneous_Melanoma_TNM_Finding	0.55
snomed:Acute_myeloid_leukemia_with_maturation	nci:Acute_Myeloid_Leukemia_with_Maturation	0.7
snomed:Doxapram_hydrochloride	nci:Doxapram_Hydrochloride	0.54
snomed:Structure_of_maxillary_artery	nci:Maxillary_Artery	0.38
snomed:Tilorone	nci:Tilorone	0.57
snomed:Placentomes	nci:Placenta	0.42
snomed:Sulbactam_sodium	nci:Sulbactam_Sodium	0.63
snomed:Medium	nci:Medium	0.6
snomed:Benign_neoplasm_of_pleura_NOS	nci:Benign_Pleural_Neoplasm	0.67
snomed:Malignant_basal_cell_tumor	nci:Malignant_Basal_Cell_Neoplasm	0.63
snomed:Pergolide	nci:Pergolide	0.57
snomed:Hospital_clinic	nci:Clinics_and_Hospitals	0.59
snomed:Malignant_tumor_of_male_genital_organ	nci:Malignant_Male_Reproductive_System_Neoplasm	0.51
snomed:Malignant_mesothelioma_of_pleura	nci:Malignant_Pleural_Mesothelioma	0.68
snomed:Respiratory_obstruction	nci:Airway_Obstruction	0.26
snomed:Melon	nci:Melon	0.62
snomed:Hypertrophy_of_bone	nci:Hyperostosis	0.55
snomed:Epstein_Barr_virus_infection	nci:Epstein-Barr_Virus_Infection	0.61
snomed:Disease_affecting_entire_cardiovascular_system	nci:Cardiovascular_Disorder	0.35
snomed:Pellet	nci:Pellet_Dosage_Form	0.75
snomed:Infratentorial_brain_structure	nci:Infratentorial_Nervous_System	0.28
snomed:Ethoglucid	nci:Etoglucid	0.6
snomed:Arabic_numeral_7	nci:Seven	0.24
snomed:Structure_of_special_senses_organ_system	nci:Special_Sense_Organ_System	0.46
snomed:Desoxycorticosterone_preparation	nci:Desoxycorticosterone	0.44
snomed:Physical_activity	nci:Physical_Activity	0.58
snomed:Chronic_prostatitis	nci:Chronic_Prostatitis	0.64
snomed:Benign_neoplasm_of_soft_palate	nci:Benign_Soft_Palate_Neoplasm	0.66
snomed:Neoplasm_of_oculomotor_nerve	nci:Oculomotor_Nerve_Neoplasm	0.72
snomed:Alfuzosin_hydrochloride	nci:Alfuzosin_Hydrochloride	0.56
snomed:Gangliocytoma	nci:Ganglioneuroma	0.46
snomed:Synovial_membrane_structure	nci:Synovial_Membrane	0.45
snomed:Atrophic_condition_of_skin	nci:Skin_Atrophy	0.42
snomed:Mixed	nci:Mixed_normal_and_tumor	0.58
snomed:Sinus_node_dysfunction	nci:Sinus_Node_Dysfunction	0.66
