Entity1	Entity2	Value
fma:Internal_carotid_nerve_plexus	nci:Internal_Carotid_Nerve_Plexus	0.61
fma:Parasternal_lymph_node	nci:Internal_Mammary_Lymph_Node	0.68
fma:Plasma_membrane	nci:Cellular_Membrane	0.91
fma:Glial_fibrillar_acidic_protein	nci:Glial_Fibrillary_Acidic_Protein	0.67
fma:Orbicularis_oculi	nci:Orbicularis_Oculi	0.67
fma:APUD_cell	nci:APUD_Cell	0.62
fma:Thymus	nci:Thymus_Gland	0.64
fma:Middle_phalanx_of_finger	nci:Middle_Phalanx_of_the_Hand	0.61
fma:Superficial_circumflex_iliac_artery	nci:Superficial_Circumflex_Iliac_Artery	0.57
fma:Zygomatic_arch	nci:Zygomatic_Arch	0.55
fma:Inferior	nci:Inferior	0.5
fma:Cardiac_nerve_plexus	nci:Cardiac_Nerve_Plexus	0.62
fma:Primary_hair	nci:Lanugo	0.55
fma:Sigmoid_artery	nci:Sigmoid_Artery	0.59
fma:Pancreatic_centro_acinar_cell	nci:Pancreatic_Centroacinar_Cell	0.74
fma:Superior_surface_of_liver	nci:Superior_Surface_of_the_Liver	0.54
fma:Sphincter_of_hepatopancreatic_ampulla	nci:Sphincter_of_Oddi	0.55
fma:Free_ribosome	nci:Free_Ribosome	0.79
fma:Corpus_callosum	nci:Corpus_Callosum	0.6
fma:Cerebrospinal_fluid	nci:Cerebrospinal_Fluid	0.59
fma:Xylose	nci:Xylose	0.59
fma:Rib	nci:Rib	0.6
fma:Palatine_salivary_gland	nci:Palatine_Salivary_Gland	0.69
fma:Thigh	nci:Thigh	0.55
fma:Lobe_of_prostate	nci:Prostate_Gland_Lobe	0.65
fma:Common_palmar_digital_artery	nci:Common_Palmar_Digital_Artery	0.6
fma:Broad_ligament_of_uterus	nci:Broad_Ligament	0.49
fma:Parotid_gland	nci:Parotid_Gland	0.67
fma:White_adipose_tissue	nci:White_Adipose_Tissue	0.71
fma:T_helper_cell_type_2	nci:Type_2_Helper_Cell	0.64
fma:Lateral_geniculate_body	nci:External_Geniculate_Body	0.54
fma:Gastric_gland	nci:Fundic_Gland	0.59
fma:Prostatic_utricle	nci:Prostatic_Utricle	0.55
fma:Male_urethra	nci:Male_Urethra	0.7
fma:Suppressor_effector_T_lymphocyte	nci:Suppressor-Effector_T-Lymphocyte	0.6
fma:Mast_cell	nci:Mast_Cell	0.6
fma:Triceps_surae	nci:Triceps_Surae	0.55
fma:External_ear	nci:External_Ear	0.55
fma:Inferior_mesenteric_vein	nci:Inferior_Mesenteric_Vein	0.59
fma:Corpus_luteum	nci:Corpus_Luteum	0.55
fma:Vastus_lateralis	nci:Vastus_Lateralis	0.59
fma:Cuboid_bone	nci:Cuboid_Bone	0.61
fma:Totipotent_stem_cell	nci:Totipotent_Stem_Cell	0.65
fma:Skin_of_prepuce_of_penis	nci:Male_Prepuce	0.52
fma:Set_of_laryngeal_muscles	nci:Laryngeal_Muscle	0.52
fma:Zygote	nci:Zygote	0.61
fma:Membranous_labyrinth	nci:Membranous_Labyrinth	0.55
fma:Left_main_bronchus	nci:Left_Main_Bronchus	0.65
fma:Metathalamus	nci:Geniculate_Body	0.25
fma:Mediastinal_lymph_node	nci:Mediastinal_Lymph_Node	0.77
fma:Semitendinosus	nci:Semitendinosus	0.63
fma:Primordial_germ_cell	nci:Primordial_Germ_Cell	0.58
fma:Inflow_part_of_right_atrium	nci:Sinus_Venarum	0.56
fma:Trunk_of_right_pulmonary_artery	nci:Right_Pulmonary_Artery	0.58
fma:Thoracic_part_of_esophagus	nci:Thoracic_Esophagus	0.56
fma:Bipolar_neuron	nci:Bipolar_Neuron	0.7
fma:Capsule_of_parathyroid_gland	nci:Parathyroid_Gland_Capsule	0.54
fma:Interneuron	nci:Interneuron	0.74
fma:Ependyma_of_fourth_ventricle	nci:Fourth_Ventricle_Ependyma	0.51
fma:Anal_gland	nci:Anal_Gland	0.63
fma:Amacrine_cell	nci:Amacrine_Cell	0.69
fma:Fibrous_capsule_of_spleen	nci:Splenic_Capsule	0.55
fma:Middle_cardiac_vein	nci:Middle_Cardiac_Vein	0.64
fma:Arytenoid_cartilage	nci:Arytenoid_Cartilage	0.64
fma:Deltoid	nci:Deltoid	0.59
fma:Trans_Golgi_network	nci:Trans-Golgi_Network	0.6
fma:Uncus	nci:Uncus	0.55
fma:Fibrocartilage	nci:Fibrocartilage	0.77
fma:Lymph_node_of_neck	nci:Cervical_Lymph_Node	0.62
fma:Circular_fold_of_small_intestine	nci:Valve_of_Kerckring	0.49
fma:Midgut	nci:Midgut	0.56
fma:Electrical_synapse	nci:Electrical_Synapse	0.65
fma:Metamyelocyte	nci:Metamyelocyte	0.66
fma:Somatotroph	nci:Somatotroph	0.5
fma:Caudate_lobe_of_liver	nci:Lobus_Caudatus	0.55
fma:Tendon	nci:Tendon	0.51
fma:Stroma_of_ovarian_cortex	nci:Stroma_of_the_Ovarian_Cortex	0.53
fma:Lateral_corticospinal_tract	nci:Crossed_Pyramidal_Tract	0.31
fma:Auditory_ossicle	nci:Auditory_Ossicle	0.67
fma:Epithelium_of_vagina	nci:Vaginal_Epithelium	0.66
fma:Integument	nci:Skin	0.52
fma:Neuro_endocrine_system	nci:Neuroendocrine_System	0.5
fma:Anterior_parietal_artery	nci:Anterior_Parietal_Artery	0.62
fma:Thoracic_lymph_node	nci:Thoracic_Lymph_Node	0.54
fma:Right_ovary	nci:Right_Ovary	0.64
fma:Nutrient_canal	nci:Haversian_Canal	0.05
fma:Set_of_cervical_glands	nci:Cervical_Gland	0.56
fma:Epithelium_of_terminal_bronchiole	nci:Terminal_Bronchiole_Epithelium	0.74
fma:Pia_arachnoid	nci:Leptomeninges	0.42
fma:Prostate	nci:Prostate_Gland	0.62
fma:Mucosa_of_anal_canal	nci:Anal_Mucosa	0.61
fma:Autonomic_nervous_system	nci:Autonomic_Nervous_System	0.5
fma:Cytoskeletal_protein	nci:Cytoskeletal_Protein	0.53
fma:Wrist_joint	nci:Wrist_Joint	0.62
fma:Pyloric_orifice	nci:Pyloric_Orifice	0.5
fma:Proteoglycan	nci:Proteoglycan	0.5
fma:Cutaneous_vein	nci:Cutaneous_Vein	0.5
fma:Infundibulum_of_hair_follicle	nci:Hair_Follicle_Infundibulum	0.55
fma:Multipotent_stem_cell	nci:Multipotent_Stem_Cell	0.65
fma:Coccyx	nci:Coccyx	0.64
fma:Mucosa_of_esophagus	nci:Esophageal_Mucosa	0.59
fma:Ligament_of_larynx	nci:Laryngeal_Ligament	0.76
fma:Chondroitin_sulfate	nci:Chondroitin_Sulfate	0.56
fma:Keratinized_squamous_cell_of_esophagus	nci:Esophageal_Squamous_Cell	0.81
fma:Mucoid_tissue	nci:Mucous_Connective_Tissue	0.62
fma:Basal_zone_of_heart	nci:Base_of_the_Heart	0.51
fma:Inner_phalangeal_cell_of_cochlea	nci:Inner_Supporting_Cell	0.61
fma:Optic_disc	nci:Optic_Disc	0.55
fma:Inferior_frontal_gyrus	nci:Inferior_Frontal_Gyrus	0.54
fma:Tyrosine	nci:Tyrosine	0.55
fma:Pseudostratified_ciliated_columnar_epithelium	nci:Pseudostratified_Columnar_Ciliated_Epithelium	0.82
fma:Acidophil_cell	nci:Acidophilic_Cell	0.5
fma:Superficial_cervical_artery	nci:Superficial_Cervical_Artery	0.57
fma:Aspartic_acid	nci:Aspartic_Acid	0.55
fma:Interphalangeal_joint_of_toe	nci:Interphalangeal_Joint_of_the_Foot	0.52
fma:Early_endosome	nci:Endocytotic_Vesicle	0.74
fma:Common_cardinal_vein	nci:Common_Cardinal_Vein	0.6
fma:Lower_lobe_of_lung	nci:Lung_Lower_Lobe	0.64
fma:Epithelium_of_bronchiole	nci:Bronchiole_Epithelium	0.72
fma:Fusiform_cell	nci:Fusiform_Cell	0.5
fma:Round_ligament_of_uterus	nci:Round_Ligament_of_the_Uterus	0.56
fma:Infra_orbital_artery	nci:Infraorbital_Artery	0.59
fma:Set_of_renal_pyramids	nci:Renal_Pyramid	0.49
fma:Amygdala	nci:Amygdaloid_Body	0.54
fma:Renal_vein	nci:Renal_Vein	0.66
fma:Epinephrine	nci:Epinephrine	0.5
fma:Hepatic_lobule	nci:Hepatic_Lobule	0.54
fma:Coronary_ligament	nci:Coronary_Ligament	0.55
fma:Anterior_limiting_lamina_of_cornea	nci:Bowman_s_Membrane	0.56
fma:Maxilla	nci:Maxilla	0.62
fma:Hair_root	nci:Hair_Root	0.55
fma:Sublingual_artery	nci:Sublingual_Artery	0.59
fma:Thyroepiglotticus	nci:Thyroepiglottic_Muscle	0.58
fma:Segmentation	nci:Segment	0.42
fma:Hemisphere_of_cerebellum	nci:Hemisphere_of_the_Cerebellum	0.52
fma:Musculature_of_face	nci:Facial_Muscle	0.56
fma:Pancreatic_islet	nci:Islet_of_Langerhans	0.56
fma:Ganglion_cell	nci:Ganglion_Cell	0.5
fma:Lateral_thyrohyoid_ligament	nci:Lateral_Thyrohyoid_Ligament	0.66
fma:Adrenal_cortex	nci:Adrenal_Cortex	0.55
fma:Longissimus_capitis	nci:Longissimus_Capitis	0.59
fma:Costochondral_joint	nci:Costochondral_Joint	0.53
fma:Arm	nci:Upper_Extremity	0.28
fma:Vomer	nci:Vomer	0.55
fma:Interventricular_foramen	nci:Interventricular_Foramen	0.5
fma:Bronchial_tree	nci:Bronchial_Tree	0.66
fma:Endocrine_pancreas	nci:Islet_of_Langerhans	0.5
fma:L_selectin	nci:Selectin-L	0.64
fma:B_lymphocyte	nci:B-Lymphocyte	0.56
fma:Infraclavicular_part_of_chest	nci:Infraclavicular_Region	0.55
fma:Centromedian_nucleus	nci:Centromedian_Nucleus_of_the_Thalamus	0.57
fma:Spleen	nci:Spleen	0.64
fma:Preganglionic_neuron	nci:Visceral_Efferent_Neuron	0.65
fma:Spinal_accessory_nerve	nci:Accessory_Nerve	0.55
fma:Intercellular_junction	nci:Cell_Junction	0.68
fma:Set_of_carpometacarpal_joints	nci:Carpometacarpal_Joint	0.54
fma:Collateral_sulcus	nci:Collateral_Sulcus	0.5
fma:Temporal_vein	nci:Temporal_Vein	0.6
fma:Midbrain_tectum	nci:Tectum_Mesencephali	0.05
fma:Intralaminar_nuclear_group_of_thalamus	nci:Intralaminar_Nucleus	0.46
fma:Root_of_spinal_nerve	nci:Spinal_Nerve_Root	0.82
fma:Hypoglossal_nerve_nucleus	nci:Hypoglossal_Nucleus	0.59
fma:Columnar_cell	nci:Columnar_Cell	0.61
fma:Red_pulp_of_spleen	nci:Splenic_Red_Pulp	0.6
fma:Guanyl_nucleotide_binding_protein	nci:G_Protein	0.49
fma:Erythrocyte	nci:Erythrocyte	0.65
fma:Epithelium_of_choroid_plexus	nci:Choroid_Plexus_Epithelium	0.57
fma:Endodermal_cell	nci:Endoderm_Cell	0.66
fma:Semen	nci:Seminal_Fluid	0.11
fma:Smooth_muscle_tissue_of_prostate	nci:Prostatic_Muscular_Tissue	0.62
fma:Odontoblast	nci:Odontoblast	0.6
fma:Paranasal_sinus	nci:Paranasal_Sinus_Retired	0.5
fma:Appendix	nci:Vermiform_Appendix	0.56
fma:Simple_cuboidal_epithelium	nci:Simple_Cuboidal_Epithelium	0.72
fma:Pituicyte	nci:Pituicyte	0.68
fma:Set_of_pelvic_lymph_nodes	nci:Pelvic_Lymph_Node	0.54
fma:Processus_cochleariformis	nci:Processus_Cochleariformis	0.55
fma:Plasma_transmembrane_protein	nci:Transmembrane_Protein	0.58
fma:Epithelium_of_bronchus	nci:Bronchial_Epithelium	0.74
fma:Fibrous_capsule_of_kidney	nci:Renal_Capsule	0.25
fma:Sternohyoid	nci:Sternohyoid	0.63
fma:Sacrococcygeal_joint	nci:Sacrococcygeal_Joint	0.58
fma:Transverse_plane	nci:Transverse_Plane	0.5
fma:Mesoderm	nci:Mesoderm	0.63
fma:Cricothyroid_ligament	nci:Cricothyroid_Ligament	0.54
fma:Distal_phalanx_of_toe	nci:Distal_Phalanx_of_Foot	0.52
fma:Cell_morphology	nci:Cellular_Morphology	0.5
fma:Rectus_femoris	nci:Rectus_Femoris	0.59
fma:Pyramidalis	nci:Pyramidalis	0.66
fma:Hippocampal_sulcus	nci:Hippocampal_Sulcus	0.5
fma:Inferior_suprarenal_artery	nci:Inferior_Suprarenal_Artery	0.57
fma:Rostral	nci:Cranial	0.0
fma:Lateral_wall_of_nasopharynx	nci:Lateral_Wall_of_the_Nasopharynx	0.55
fma:Calcaneus	nci:Calcaneum	0.57
fma:Eotaxin_3	nci:Small_Inducible_Cytokine-A26	0.71
fma:Anal_canal	nci:Anal_Canal	0.56
fma:Set_of_costovertebral_joints	nci:Costovertebral_Joint	0.55
fma:Myoepithelial_cell	nci:Myoepithelial_Cell	0.56
fma:Islet_cell	nci:Endocrine_Pancreas	0.0
fma:Lamina_propria	nci:Lamina_Propria	0.63
fma:Set_of_regional_lymph_nodes	nci:Regional_Lymph_Node	0.56
fma:Thymosin	nci:Thymosin	0.57
fma:Portion_of_epithelium	nci:Epithelial_Tissue	0.75
fma:Sternoclavicular_joint	nci:Sternoclavicular_Joint	0.62
fma:Myeloid_stem_cell	nci:Myeloid_Progenitor_Cell	0.57
fma:Testis	nci:Testis	0.7
fma:Great_cardiac_vein	nci:Great_Cardiac_Vein	0.64
fma:Lamina_lucida	nci:Lamina_Lucida	0.56
fma:Lesser_omentum	nci:Lesser_Omentum	0.63
fma:Apex_of_lung_viewed_anatomically	nci:Apex_of_the_Lung	0.26
fma:Set_of_nails_of_fingers	nci:Fingernail	0.49
fma:Hip_bone	nci:Pelvic_Bone	0.57
fma:Inner_cell_mass	nci:Inner_Cell_Mass	0.64
fma:Set_of_gastric_pits	nci:Gastric_Pit	0.49
fma:Histidine	nci:Histidine	0.5
fma:Follicular_dendritic_cell	nci:Follicular_Dendritic_Cell	0.64
fma:Endosteum	nci:Endosteum	0.54
fma:Posterior_surface_of_kidney	nci:Posterior_Surface_of_the_Kidney	0.53
fma:Popliteal_vein	nci:Popliteal_Vein	0.58
fma:Lower_lobe_of_left_lung	nci:Lower_Lobe_of_the_Left_Lung	0.62
fma:Hemopoietic_stem_cell	nci:Hematopoietic_Stem_Cell	0.59
fma:Phosphatidylinositol	nci:Phosphatidylinositol	0.56
fma:Adipose_tissue	nci:White_Adipose_Tissue	0.55
fma:Mucosa_associated_lymphoid_tissue	nci:Mucosa-Associated_Lymphoid_Tissue	0.71
fma:Set_of_arteries	nci:Artery	0.48
fma:Gastrophrenic_ligament	nci:Gastrophrenic_Ligament	0.55
fma:Cartilage_tissue	nci:Cartilage	0.45
fma:Left_lung	nci:Left_Lung	0.69
fma:Interphalangeal_joint_of_toe	nci:Toe_Joint	0.28
fma:Subdivision_of_external_carotid_artery	nci:External_Carotid_Artery_Branch	0.66
fma:Set_of_anal_sinuses	nci:Anal_Sinus	0.47
fma:Sural_artery	nci:External_Sural_Artery	0.57
fma:Superior_oblique	nci:Superior_Oblique_Muscle	0.61
fma:Neutrophil	nci:Neutrophil	0.67
fma:Epithelioid_cell	nci:Epithelioid_Cell	0.59
fma:Adenine	nci:Adenine	0.56
fma:Skin_of_prepuce_of_penis	nci:Prepuce	0.39
fma:Tuberculum_sellae	nci:Tuberculum_Sellae	0.55
fma:Set_of_olfactory_nerves	nci:Olfactory_Nerve	0.54
fma:Set_of_ciliary_processes	nci:Ciliary_Process	0.48
fma:Posterior_longitudinal_ligament	nci:Posterior_Longitudinal_Ligament	0.6
fma:Lateral_lobe_of_prostate	nci:Lateral_Lobe_of_the_Prostate	0.56
fma:Glucose	nci:Glucose	0.59
fma:Episcleral_layer_of_eyeball	nci:Episclera	0.55
fma:Scaffold_protein	nci:Scaffolding_Protein	0.53
fma:Eotaxin_2	nci:Small_Inducible_Cytokine-A24	0.71
fma:Renal_corpuscle	nci:Renal_Corpuscle	0.55
fma:Dentate_gyrus_of_hippocampal_formation	nci:Dentate_Gyrus	0.54
fma:Solitary_tract_nuclear_complex	nci:Nucleus_of_the_Solitary_Tract	0.48
fma:Pyramidal_cell	nci:Pyramidal_Cell	0.5
fma:Multilaminar_epithelium	nci:Stratified_Epithelium	0.76
fma:Inferior_sagittal_sinus	nci:Inferior_Sagittal_Sinus	0.6
fma:Androgen	nci:Therapeutic_Androgen	0.53
fma:Parieto_occipital_sulcus	nci:Parieto-occipital_Sulcus	0.5
fma:Subdivision_of_internal_carotid_artery	nci:Internal_Carotid_Artery_Branch	0.68
fma:Actin_binding_protein	nci:Actin-Binding_Protein	0.59
fma:Vestibular_sensory_cell	nci:Vestibular_Hair_Cell	0.62
fma:Vitreous_body	nci:Vitreous_Body	0.55
fma:Anterior_cruciate_ligament	nci:Anterior_Cruciate_Ligament	0.63
fma:Posterior_cochlear_nucleus	nci:Dorsal_Cochlear_Nucleus	0.58
fma:External	nci:External	0.5
fma:Tuber_cinereum	nci:Tuber_Cinereum	0.55
fma:Inferior_epigastric_artery	nci:Inferior_Epigastric_Artery	0.57
fma:Galactose	nci:Galactose	0.59
fma:Cis_Golgi_network	nci:Cis-Golgi_Network	0.6
fma:Long_insular_gyrus	nci:Gyrus_Longus_Insulae	0.54
fma:T_helper_cell_type_1	nci:Type_1_Helper_Cell	0.64
fma:Nucleus_of_solitary_tract	nci:Nucleus_of_the_Solitary_Tract	0.48
fma:Striated_muscle_cell	nci:Striated_Muscle_Tissue_Cell	0.68
fma:Axial	nci:Axial	0.5
fma:Secretory_cell	nci:Secretory_Cell	0.5
fma:Nuclear_pore_complex	nci:Nuclear_Pore_Complex	0.62
fma:Intercarpal_joint	nci:Carpal_Joint	0.59
fma:Capillary	nci:Capillary	0.61
fma:CxC_chemokine	nci:Alpha_Chemokine	0.57
fma:Fascia_organ	nci:Fascia	0.46
fma:Endothelium_of_lymphatic_vessel	nci:Lymphatic_Vessel_Endothelium	0.66
fma:Lingual_salivary_gland	nci:Lingual_Salivary_Gland	0.69
fma:Internal_pyramidal_layer_of_cerebral_cortex	nci:Ganglionic_Layer	0.53
fma:Fusiform_gyrus	nci:Occipital-temporal_Gyrus	0.54
fma:Superior_thyroid_artery	nci:Superior_Thyroid_Artery	0.63
fma:Septum_primum	nci:Septum_Primum	0.56
fma:Tubulin	nci:Tubulin	0.58
fma:Neural_crest_cell	nci:Neural_Crest_Cell	0.65
fma:Portion_of_epithelium	nci:Epithelium	0.73
fma:Subcostal_vein	nci:Subcostal_Vein	0.67
fma:Hepatic_portal_vein	nci:Portal_Vein	0.59
fma:Neurofilament	nci:Neurofilament	0.73
fma:Set_of_carpal_bones	nci:Carpus_Bone	0.44
fma:Parasympathetic_nervous_system	nci:Parasympathetic_Nervous_System	0.5
fma:Wall_of_prostatic_duct	nci:Wall_of_Human_Prostatic_Duct	0.55
fma:Vasoactive_intestinal_peptide	nci:Vasoactive_Intestinal_Peptide	0.5
fma:Pulmonary_trunk_sinus	nci:Sinus_of_Valsava	0.54
fma:Epithelium_of_ciliary_body	nci:Ciliary_Epithelium	0.66
fma:Somatostatin	nci:Somatostatin	0.5
fma:Microtubule	nci:Microtubule	0.61
fma:Inferior_thyroid_artery	nci:Inferior_Thyroid_Artery	0.58
fma:Set_of_costochondral_joints	nci:Costochondral_Joint	0.55
fma:Neuroblast	nci:Neuroblast	0.62
fma:Corticotroph	nci:Corticotrope_Cell	0.76
fma:Middle_cranial_fossa	nci:Middle_Fossa	0.5
fma:Embryonic_cell	nci:Blastomere	0.3
fma:Body_surface	nci:Body_Surface	0.58
fma:Posterior_choroidal_artery	nci:Posterior_Choroidal_Artery	0.66
fma:Corneal_endothelium	nci:Corneal_Endothelium	0.55
fma:Umbilical_vein	nci:Umbilical_Vein	0.62
fma:Flatulence	nci:Flatus	0.34
fma:Anterior_commissure	nci:Anterior_Commissure	0.55
fma:Oocyte	nci:Egg	0.74
fma:Syncytial_trophoblast	nci:Syncytiotrophoblast	0.64
fma:Vocal_fold	nci:True_Vocal_Cord	0.55
fma:Decidual_cell	nci:Decidual_Cell	0.56
fma:Thyroid_cartilage	nci:Thyroid_Cartilage	0.65
fma:Temporal_fossa	nci:Temporal_Fossa	0.5
fma:Theca_lutein_cell	nci:Theca_Lutein_Cell	0.65
fma:Lamina_propria_of_bronchus	nci:Bronchus_Lamina_Propria	0.67
fma:Set_of_dopaminergic_cells	nci:Dopaminergic_Cell	0.53
fma:Eyelid	nci:Eyelid	0.78
fma:Left_common_carotid_artery	nci:Left_Common_Carotid_Artery	0.63
fma:Cardia_of_stomach	nci:Cardia	0.56
fma:Body_of_lateral_ventricle	nci:Body_of_the_Lateral_Ventricle	0.52
fma:Branch_of_basilar_artery	nci:Basilar_Artery_Branch	0.8
fma:Wall_of_smooth_endoplasmic_reticulum	nci:Membrane_of_the_Smooth_Endoplasmic_Reticulum	0.61
fma:Histamine	nci:Histamine	0.5
fma:Set_of_hairs	nci:Hair	0.51
fma:Medial_circumflex_femoral_artery	nci:Medial_Circumflex_Artery	0.63
fma:Skeletal_system	nci:Skeletal_System	0.57
fma:Hemopoietic_stem_cell	nci:Stem_Cell	0.36
fma:Superficial_vein	nci:Superficial_Vein	0.5
fma:Sublingual_gland	nci:Sublingual_Salivary_Gland	0.67
fma:Superior_thoracic_artery	nci:Superior_Thoracic_Artery	0.57
fma:Set_of_basal_ganglia	nci:Basal_Ganglia	0.5
fma:Lateral_posterior_nucleus	nci:Lateral_Posterior_Nucleus_of_the_Thalamus	0.53
fma:Desmosome	nci:Desmosome	0.65
fma:Diencephalon	nci:Diencephalon	0.55
fma:Tonsillar_fossa	nci:Tonsillar_Fossa	0.5
fma:Set_of_gastric_folds	nci:Gastric_Rugae	0.5
fma:Tricuspid_valve	nci:Tricuspid_Valve	0.66
fma:Fundus_of_gallbladder	nci:Gallbladder_Fundus	0.56
fma:Scleral_venous_sinus	nci:Canal_of_Schlemm	0.5
fma:Type_IV_collagen	nci:Collagen-IV	0.61
fma:Uterine_tube	nci:Fallopian_Tube	0.69
fma:Submucosa_of_bronchus	nci:Bronchus_Submucosa	0.49
fma:Internal_capsule	nci:Internal_Capsule	0.54
fma:Phalanx_of_middle_finger	nci:Middle_Phalanx_of_the_Hand	0.65
fma:Dermis	nci:Dermis	0.54
fma:Central	nci:Center	0.5
fma:Mechanoreceptor	nci:Mechanoreceptor	0.6
fma:Argentaffin_cell	nci:Argentaffin_Cell	0.5
fma:Set_of_transverse_folds_of_rectum	nci:Transverse_Rectal_Fold	0.44
fma:Hemoglobin	nci:Hemoglobin	0.55
fma:Lumbar_nerve	nci:Lumbar_Nerve	0.6
fma:Superior_rectus	nci:Superior_Rectus_Muscle	0.6
fma:Diaphragma_sellae	nci:Diaphragma_Sellae	0.56
fma:Perilymph	nci:Perilymph	0.58
fma:Genu_of_corpus_callosum	nci:Genu_of_the_Corpus_Callosum	0.52
fma:Thyrohyoid_ligament	nci:Thyrohyoid_Ligament	0.72
fma:Sclera	nci:Sclera	0.55
fma:Portal_vein	nci:Portal_Vein	0.53
fma:Paranasal_sinus	nci:Paranasal_Sinus	0.67
fma:Sesamoid_bone	nci:Sesamoid_Bone	0.6
fma:Uvula	nci:Uvula	0.56
fma:Mucosa_of_stomach	nci:Gastric_Mucosa	0.6
fma:Cardiac_sphincter	nci:Lower_Esophageal_Sphincter	0.41
fma:Secondary_nodular_lymphoid_tissue	nci:Lymph_Node_Germinal_Center	0.57
fma:Set_of_ducts	nci:Duct	0.52
fma:Tonsillar_crypt	nci:Tonsillar_Crypt	0.5
fma:Woven_bone	nci:Immature_Bone	0.77
fma:Leptomeninx	nci:Leptomeninges	0.51
fma:Set_of_tarsal_bones	nci:Tarsus_Bone	0.44
fma:Portion_of_tissue	nci:Normal_Tissue	0.5
fma:Glomerular_capsule	nci:Bowman_s_Capsule	0.55
fma:Tarsal_bone	nci:Tarsus_Bone	0.52
fma:Natural_killer_cell	nci:Natural_Killer_Cell	0.68
fma:Renal_pelvis	nci:Renal_Pelvis	0.55
fma:Vestibular_labyrinth	nci:Vestibule	0.38
fma:Duodenum	nci:Duodenum	0.56
fma:Islet_cell	nci:Islet_of_Langerhans	0.48
fma:Phagosome	nci:Phagosome	0.74
fma:Metaphysis	nci:Metaphysis	0.51
fma:Set_of_popliteal_lymph_nodes	nci:Popliteal_Lymph_Node	0.59
fma:Periventricular_nucleus	nci:Arcuate_Nucleus	0.1
fma:Set_of_inguinal_lymph_nodes	nci:Inguinal_Lymph_Node	0.61
fma:Thoraco_acromial_artery	nci:Acromial_Thoracic_Artery	0.57
fma:Posterior_surface_of_prostate	nci:Posterior_Surface_of_the_Prostate	0.54
fma:Epithelium_of_paranasal_sinus	nci:Paranasal_Sinus_Epithelium	0.71
fma:Radial_artery	nci:Radial_Artery	0.57
fma:Liver_cell	nci:Hepatocyte	0.48
fma:Musculature_of_anterior_abdominal_wall	nci:Anterior_Abdominal_Wall_Muscle	0.53
fma:Organ_component_gland	nci:Gland	0.67
fma:Solitary_tract_nuclear_complex	nci:Solitary_Nucleus	0.54
fma:Umbilicus	nci:Umbilical_Region	0.56
fma:Mucosa	nci:Mucosa	0.61
fma:Coccygeal_nerve	nci:Coccygeal_Nerve	0.6
fma:Trophoblast_cell	nci:Trophoblastic_Cell	0.66
fma:Ileal_vein	nci:Ileal_Vein	0.59
fma:Anterior	nci:Anterior	0.5
fma:Lateral_wall_of_oropharynx	nci:Lateral_Wall_of_the_Oropharynx	0.55
fma:Set_of_bronchi	nci:Bronchus	0.54
fma:Ischiocavernosus	nci:Ischiocavernosus	0.63
