Entity1	Entity2	Value
fma:Bony_part_of_pharyngotympanic_tube	snomed:Structure_of_osseous_portion_of_Eustachian_tube	0.49
fma:Carotid_body	snomed:Carotid_body_structure	0.49
fma:Parafascicular_nucleus	snomed:Structure_of_parafascicular_nucleus_of_thalamus	0.42
fma:Ligament_of_sternoclavicular_joint	snomed:Structure_of_ligament_of_sternoclavicular_joint	0.52
fma:Left_femoral_artery	snomed:Structure_of_left_femoral_artery	0.42
fma:Transverse_process_of_thoracic_vertebra	snomed:Structure_of_transverse_process_of_thoracic_vertebra	0.67
fma:Proximal_phalanx_of_thumb	snomed:Bone_structure_of_proximal_phalanx_of_thumb	0.43
fma:Popliteal_lymph_node	snomed:Popliteal_lymph_node_group	0.55
fma:Lateral_malleolar_arterial_network	snomed:Lateral_malleolar_arterial_network_structure	0.56
fma:Flexor_hallucis_longus	snomed:Flexor_hallucis_longus_muscle_structure	0.45
fma:Set_of_sebaceous_glands	snomed:Sebaceous_gland_structure	0.53
fma:Set_of_superior_alveolar_nerves	snomed:Superior_alveolar_nerve	0.55
fma:Deep_branch_of_ulnar_nerve	snomed:Deep_terminal_branch_of_ulnar_nerve	0.6
fma:Flexor_digitorum_brevis	snomed:Flexor_digitorum_brevis	0.54
fma:Coracobrachialis	snomed:Structure_of_coracobrachialis_muscle	0.38
fma:Testicular_artery	snomed:Structure_of_testicular_artery	0.42
fma:Conjunctival_fornix	snomed:Structure_of_conjunctival_fornix	0.54
fma:Set_of_internal_thoracic_veins	snomed:Structure_of_internal_thoracic_vein	0.39
fma:Pyloric_lymph_node	snomed:Structure_of_pyloric_lymph_node	0.5
fma:Set_of_internal_iliac_lymph_nodes	snomed:Internal_iliac_lymph_node_group	0.5
fma:Body	snomed:Human_body_structure	0.35
fma:Intestinal_epithelium	snomed:Structure_of_intestinal_epithelium	0.52
fma:Fibular_lymph_node	snomed:Structure_of_fibular_lymph_node	0.44
fma:Jugular_lymph_node	snomed:Structure_of_jugular_lymph_node	0.45
fma:Set_of_nuclei_of_lateral_lemniscus	snomed:Structure_of_lateral_lemniscus_nucleus	0.42
fma:Cerumen	snomed:Cerumen	0.63
fma:Proximal_portion_of_circumflex_branch_of_left_coronary_artery	snomed:Structure_of_proximal_portion_of_circumflex_branch_of_left_coronary_artery	0.49
fma:Coccygeal_ligament	snomed:Structure_of_filum_terminale_externum	0.48
fma:Distal_epiphysis_of_middle_phalanx_of_ring_finger	snomed:Head_of_middle_phalanx_of_ring_finger	0.56
fma:Set_of_minor_salivary_glands	snomed:Minor_salivary_gland_structure	0.5
fma:Lesser_wing_of_sphenoid	snomed:Structure_of_lesser_wing_of_sphenoid_bone	0.45
fma:Superior_articular_process_of_twelfth_thoracic_vertebra	snomed:Structure_of_superior_articular_process_of_twelfth_thoracic_vertebra	0.53
fma:Thoracic_vertebral_canal	snomed:Structure_of_thoracic_spinal_canal	0.46
fma:Set_of_interlobular_bile_ducts	snomed:Structure_of_interlobular_bile_duct	0.42
fma:Medial_malleolar_arterial_network	snomed:Medial_malleolar_arterial_network_structure	0.56
fma:Lateral_external_iliac_lymph_node	snomed:Structure_of_lateral_external_iliac_lymph_node	0.51
fma:Set_of_metacarpophalangeal_joints	snomed:Metacarpophalangeal_joint_structure	0.51
fma:Penile_bulb_artery	snomed:Structure_of_artery_of_the_bulb_of_the_penis	0.41
fma:Cervical_segment_of_spinal_cord	snomed:Segment_of_cervical_spinal_cord	0.56
fma:Right_subsuperior_segmental_bronchus	snomed:Structure_of_right_subapical_segmental_bronchus	0.49
fma:Labium_majus	snomed:Labium_majus_structure	0.45
fma:Anulus_fibrosus_of_intervertebral_disk_of_fifth_cervical_vertebra	snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_fifth_cervical_vertebra	0.52
fma:Set_of_lumbricals_of_foot	snomed:Structure_of_lumbrical_muscle_of_foot	0.33
fma:Capitulum_of_humerus	snomed:Structure_of_capitulum_of_humerus	0.41
fma:Pelvic_viscus	snomed:Structure_of_pelvic_viscus	0.34
fma:Posterior_branch_of_great_auricular_nerve	snomed:Structure_of_greater_auricular_nerve_posterior_branch	0.52
fma:Diaphysis_of_middle_phalanx_of_little_finger	snomed:Shaft_of_middle_phalanx_of_little_finger	0.56
fma:Right_external_carotid_artery	snomed:Structure_of_right_external_carotid_artery	0.48
fma:Perineal_nerve	snomed:Structure_of_perineal_nerve	0.41
fma:Dento_alveolar_joint	snomed:Gomphosis_structure	0.48
fma:Tectorial_membrane_of_cochlea	snomed:Structure_of_tectorial_membrane	0.47
fma:Fourth_tarsometatarsal_joint	snomed:Fourth_tarsometatarsal_joint	0.58
fma:Gastrocnemius	snomed:Gastrocnemius_muscle_structure	0.43
fma:Left_inferior_pulmonary_vein	snomed:Structure_of_inferior_left_pulmonary_vein	0.45
fma:Right_superior_intercostal_vein	snomed:Structure_of_right_superior_intercostal_vein	0.46
fma:Auricularis_anterior	snomed:Structure_of_anterior_auricularis_muscle	0.44
fma:Gastric_juice	snomed:Gastric_juice	0.56
fma:Trunk_of_medial_supraclavicular_nerve	snomed:Medial_supraclavicular_nerve	0.52
fma:Anulus_fibrosus_of_intervertebral_disk_of_tenth_thoracic_vertebra	snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_tenth_thoracic_vertebra	0.52
fma:Body_of_axis	snomed:Entire_body_of_axis	0.44
fma:Set_of_semicircular_ducts	snomed:Semicircular_duct_structure	0.47
fma:Third_levator_costae	snomed:Third_levator_costae	0.55
fma:Set_of_dorsal_digital_nerves_of_foot	snomed:Dorsal_digital_nerves_of_foot	0.55
fma:Proplasmacyte	snomed:Proplasmacyte	0.62
fma:Cardiac_muscle_tissue_of_right_atrium	snomed:Structure_of_myocardium_of_right_atrium	0.2
fma:Anterior_tibial_vein	snomed:Structure_of_anterior_tibial_vein	0.4
fma:Salivary_gland	snomed:Salivary_gland_structure	0.53
fma:X_chromosome	snomed:Sex_chromosome_X	0.71
fma:Exon	snomed:Exon	0.5
fma:Frontal_nerve	snomed:Structure_of_frontal_nerve	0.47
fma:Adductor_brevis	snomed:Structure_of_adductor_brevis_muscle	0.35
fma:Lumbar_vertebra	snomed:Bone_structure_of_lumbar_vertebra	0.38
fma:Neuron	snomed:Neuron	0.67
fma:Brachial_artery	snomed:Structure_of_brachial_artery	0.38
fma:Marginal_mandibular_branch_of_facial_nerve	snomed:Structure_of_facial_nerve_marginal_mandibular_branch	0.6
fma:Artery_of_pterygoid_canal	snomed:Structure_of_artery_of_the_pterygoid_canal	0.44
fma:Inferior_laryngeal_artery	snomed:Structure_of_inferior_laryngeal_artery	0.48
fma:Investing_fascia_of_leg	snomed:Structure_of_crural_fascia	0.07
fma:Set_of_perforating_veins	snomed:Perforating_vein	0.53
fma:Euchromatin	snomed:Euchromatin	0.56
fma:Fibrous_sheath_of_finger	snomed:Structure_of_fibrous_sheath_of_finger	0.48
fma:Sixth_posterior_intercostal_artery	snomed:Sixth_posterior_intercostal_artery	0.61
fma:Superior_rectus	snomed:Superior_rectus_muscle_structure	0.47
fma:Deep_popliteal_lymph_node	snomed:Structure_of_deep_popliteal_lymph_node	0.47
fma:Third_interspinalis_cervicis	snomed:C4_C5_interspinalis_cervicis	0.48
fma:Basophilic_metamyelocyte	snomed:Basophilic_metamyelocyte	0.71
fma:Inferior_articular_process_of_lumbar_vertebra	snomed:Structure_of_inferior_articular_process_of_lumbar_vertebra	0.6
fma:Tympanic_vein	snomed:Structure_of_tympanic_vein	0.37
fma:Superficial_cardiac_nerve_plexus	snomed:Superficial_cardiac_plexus	0.58
fma:Auriculotemporal_nerve	snomed:Structure_of_auriculotemporal_nerve	0.55
fma:Left_ear	snomed:Left_ear_structure	0.44
fma:Left_carotid_sinus	snomed:Structure_of_left_carotid_sinus	0.42
fma:Proximal_epiphysis_of_distal_phalanx_of_index_finger	snomed:Base_of_distal_phalanx_of_index_finger	0.57
fma:Steroid_hormone	snomed:Steroid_hormone	0.52
fma:Body_of_first_rib	snomed:Structure_of_shaft_of_first_rib	0.42
fma:Plantar_calcaneonavicular_ligament	snomed:Structure_of_plantar_calcaneonavicular_ligament	0.54
fma:Tubercle_of_tenth_rib	snomed:Tubercle_of_tenth_rib_structure	0.5
fma:Nervous_system	snomed:Nervous_system_NOS	0.67
fma:Spermatic_cord	snomed:Spermatic_cord_structure	0.46
fma:Tendon_of_longissimus_capitis	snomed:Tendon_of_longissimus_capitis	0.63
fma:Dopamine_receptor	snomed:Dopamine_receptor	0.65
fma:Submucosa_of_trachea	snomed:Tracheal_submucosa	0.61
fma:Incisor_tooth	snomed:Structure_of_incisor_tooth	0.49
fma:Lateral_pterygoid_nerve	snomed:Lateral_pterygoid_nerve	0.57
fma:Aortic_sac	snomed:Aortic_sac	0.64
fma:Inferior_lingular_bronchus	snomed:Structure_of_inferior_lingular_bronchus	0.49
fma:Ciliary_part_of_retina	snomed:Pars_ciliaris_of_retina	0.63
fma:Inferior_rectal_nerve	snomed:Structure_of_hemorrhoidal_nerve	0.11
fma:Ligament_of_pinna	snomed:Structure_of_ligament_of_auricle	0.48
fma:Colic_lymph_node	snomed:Structure_of_colic_lymph_node	0.43
fma:Fascia_organ	snomed:Fascial	0.36
fma:Synovial_bursa	snomed:Structure_of_bursa	0.37
fma:Lateral_ligament_of_ankle_joint	snomed:Structure_of_lateral_ligament_of_ankle_joint	0.53
fma:Spiral_organ_of_cochlea	snomed:Organ_of_Corti_structure	0.44
fma:C3_level	snomed:Level_of_the_third_cervical_vertebra	0.28
fma:Composite	snomed:Composite	0.5
fma:Set_of_paramammary_lymph_nodes	snomed:Structure_of_paramammary_lymph_node	0.4
fma:Cell_pigment	snomed:Pigment_cell	0.66
fma:Trachealis	snomed:Structure_of_tracheal_muscle	0.45
fma:Eighth_costochondral_joint	snomed:Eighth_costochondral_junction	0.51
fma:Peritoneal_fluid	snomed:Ascitic_fluid	0.06
fma:Middle_rectal_vein	snomed:Structure_of_middle_hemorrhoidal_vein	0.19
fma:Sebum	snomed:Sebum	0.61
fma:Auricular_branch_of_occipital_artery	snomed:Structure_of_auricular_branch_occipital_artery	0.49
fma:Set_of_superficial_veins_of_lower_limb	snomed:Structure_of_superficial_venous_system_of_lower_extremity	0.22
fma:Subcutaneous_prepatellar_bursa	snomed:Structure_of_subcutaneous_prepatellar_bursa	0.54
fma:Tendon_of_coracobrachialis	snomed:Tendon_of_coracobrachialis	0.56
fma:Helicotrema	snomed:Structure_of_helicotrema	0.55
fma:Set_of_dorsal_interossei_of_foot	snomed:Structure_of_dorsal_interosseous_muscle_of_foot	0.36
fma:Medial_cutaneous_nerve_of_arm	snomed:Structure_of_medial_cutaneous_nerve_of_arm	0.52
fma:Muscle_of_medial_compartment_of_thigh	snomed:Medial_muscle_of_thigh	0.43
fma:Set_of_para_urethral_ducts	snomed:Structure_of_paraurethral_ducts	0.47
fma:Third_sacral_spinal_ganglion	snomed:S3_spinal_ganglion	0.41
fma:Anterior_division_of_renal_artery	snomed:Structure_of_anterior_division_of_renal_artery	0.53
fma:Popliteal_vein	snomed:Structure_of_popliteal_vein	0.37
fma:Tendon_of_popliteus	snomed:Tendon_of_popliteus	0.56
fma:Dorsal_digital_nerve_of_little_toe	snomed:Dorsal_digital_nerve_to_fifth_toe	0.55
fma:Sagittal_suture	snomed:Structure_of_sagittal_suture_of_skull	0.5
fma:Joint_of_lumbar_vertebral_column	snomed:Lumbar_spine_joint_structure	0.38
fma:Left_common_cardinal_vein	snomed:Left_common_cardinal_vein	0.66
fma:Articular_part_of_tubercle_of_fourth_rib	snomed:Structure_of_articular_part_of_tubercle_of_fourth_rib	0.5
fma:Sixth_levator_costae	snomed:Sixth_levator_costae	0.56
fma:Central_retinal_artery	snomed:Structure_of_retinal_artery	0.38
fma:Set_of_joints_of_lumbar_vertebral_column	snomed:Lumbar_spine_joint_structure	0.08
fma:Suspensory_ligament_of_clitoris	snomed:Structure_of_suspensory_ligament_of_clitoris	0.48
fma:Superior_articular_process_of_cervical_vertebra	snomed:Structure_of_superior_articular_process_of_cervical_vertebra	0.62
fma:Right_eleventh_posterior_intercostal_vein	snomed:Eleventh_right_posterior_intercostal_vein	0.54
fma:Distal_interphalangeal_joint_of_little_toe	snomed:Distal_interphalangeal_joint_structure_of_fifth_toe	0.57
fma:Anisotropic_band	snomed:A_band	0.52
fma:Ciliary_muscle	snomed:Ciliary_muscle_structure	0.48
fma:Haversian_canal	snomed:Haversian_canal	0.62
fma:Transverse	snomed:Transverse	0.5
fma:Retinaculum	snomed:Retinaculum	0.61
fma:Zona_incerta	snomed:Structure_of_zona_incerta	0.36
fma:Sural_nerve	snomed:Structure_of_sural_nerve	0.38
fma:Temporalis	snomed:Structure_of_temporalis_muscle	0.41
fma:Fibril	snomed:Fibril	0.57
fma:Right_superior_pulmonary_vein	snomed:Structure_of_superior_right_pulmonary_vein	0.46
fma:Left_internal_carotid_artery	snomed:Structure_of_left_internal_carotid_artery	0.47
fma:Saphenous_nerve	snomed:Structure_of_saphenous_nerve	0.43
fma:First_interspinalis_cervicis	snomed:C2_C3_interspinalis_cervicis	0.51
fma:Thoracic_vertebral_column	snomed:Thoracic_spine_structure	0.45
fma:Set_of_superior_dental_nerves	snomed:Superior_alveolar_nerve	0.37
fma:Posterior_intercostal_artery	snomed:Structure_of_posterior_intercostal_artery	0.74
fma:Orbital_part_of_lacrimal_gland	snomed:Structure_of_orbital_part_of_lacrimal_gland	0.54
fma:Neurilemma	snomed:Neurilemma	0.69
fma:Glucagon_secreting_cell	snomed:Structure_of_alpha_Cell_of_islet	0.0
fma:Articular_capsule_of_glenohumeral_joint	snomed:Structure_of_capsule_of_shoulder_joint	0.5
fma:Coronal_plane	snomed:Coronal_plane	0.71
fma:Integument_of_back_of_thorax	snomed:Skin_of_posterior_surface_of_thorax	0.06
fma:Iliococcygeus	snomed:Structure_of_iliococcygeus_muscle	0.36
fma:Set_of_intermediate_external_iliac_lymph_nodes	snomed:Intermediate_external_iliac_lymph_node	0.55
fma:Columella	snomed:Columella_structure	0.47
fma:Lymphatic_vessel_of_neck	snomed:Structure_of_lymphatic_vessel_of_neck	0.43
fma:Lamina_of_thyroid_cartilage	snomed:Structure_of_lamina_of_thyroid_cartilage	0.48
fma:Promegakaryocyte	snomed:Promegakaryocyte	0.68
fma:Set_of_veins_of_lower_limb	snomed:Structure_of_venous_system_of_lower_extremity	0.05
fma:Cricopharyngeal_ligament	snomed:Structure_of_cricopharyngeal_ligament	0.51
fma:Tributary_of_radial_vein	snomed:Structure_of_tributary_of_radial_vein	0.45
fma:S2_dermatome	snomed:Dermatome_of_second_sacral_nerve	0.31
fma:Set_of_villous_folds_of_stomach	snomed:Structure_of_villous_fold_of_stomach	0.4
fma:Dens_of_axis	snomed:Structure_of_odontoid_process_of_axis	0.44
fma:Lamina_of_eighth_thoracic_vertebra	snomed:Structure_of_lamina_of_eighth_thoracic_vertebra	0.49
fma:Tenth_levator_costae	snomed:Tenth_levator_costae	0.56
fma:Medium_sized_neuron	snomed:Medium_sized_neuron	0.5
fma:Set_of_lobes_of_mammary_gland	snomed:Structure_of_lobe_of_breast	0.04
fma:Posterior_horn_of_lateral_meniscus	snomed:Posterior_horn_of_lateral_meniscus	0.58
fma:Myotendinous_junction	snomed:Musculotendinous_junction	0.47
fma:Transverse_foramen_of_axis	snomed:Foramen_transversarium_of_axis	0.59
fma:Anterior_commissure_of_labium_majus	snomed:Structure_of_anterior_commissure_of_labia_majora	0.49
fma:Deep_inguinal_lymph_node	snomed:Deep_inguinal_lymph_node_group	0.53
fma:Inferior	snomed:Below	0.0
fma:Set_of_superficial_parotid_lymph_nodes	snomed:Superficial_parotid_lymph_node	0.54
fma:Anal_part_of_perineum	snomed:Perianal_region_structure	0.37
fma:Sacral_vertebra	snomed:Sacral_vertebra_structure	0.5
fma:Adipose_tissue	snomed:Adipose_tissue	0.61
fma:Set_of_sacral_lymph_nodes	snomed:Sacral_lymph_node_group	0.49
fma:Anterior_cardiac_venous_tree	snomed:Structure_of_anterior_cardiac_vein	0.37
fma:Lumbosacral_nerve_plexus	snomed:Lumbosacral_plexus_structure	0.47
fma:Flexor_digiti_minimi_brevis_of_foot	snomed:Structure_of_flexor_digiti_minimi_brevis_muscle_of_foot	0.43
fma:Mucosa_of_tympanic_membrane	snomed:Inner_epithelial_layer_of_tympanic_membrane	0.56
fma:Spinous_process_of_fifth_thoracic_vertebra	snomed:Structure_of_spinous_process_of_fifth_thoracic_vertebra	0.51
fma:Corticotropin_releasing_factor	snomed:Corticotropin_releasing_factor	0.5
fma:Superior_phrenic_vein	snomed:Structure_of_superior_phrenic_vein	0.41
fma:Glossopharyngeal_nerve	snomed:Glossopharyngeal_nerve_structure	0.56
fma:Pretectal_region	snomed:Pretectal_nucleus	0.49
fma:Hamate	snomed:Bone_structure_of_hamate	0.4
fma:Root_of_lumbar_plexus	snomed:Root_of_lumbar_plexus	0.5
fma:Left_gastric_artery	snomed:Structure_of_left_gastric_artery	0.46
fma:Accessory_vertebral_vein	snomed:Structure_of_accessory_vertebral_vein	0.45
fma:Extracellular_space	snomed:Intercellular_space	0.69
fma:Set_of_anterior_cervical_intertransversarii	snomed:Intertransversarius_cervicis_anterior	0.47
fma:Endothoracic_fascia	snomed:Endothoracic_fascia_structure	0.51
fma:Set_of_tarsometatarsal_joints	snomed:Structure_of_tarsometatarsal_joint	0.43
fma:Renal_artery	snomed:Structure_of_renal_artery	0.39
fma:Foveola	snomed:Foveola	0.5
fma:Nucleus_pulposus_of_intervertebral_disk_of_lumbar_vertebra	snomed:Structure_of_nucleus_pulposus_of_intervertebral_disc_of_lumbar_vertebra	0.53
fma:Costal_cartilage	snomed:Structure_of_costal_cartilage	0.63
fma:Set_of_parasternal_lymph_nodes	snomed:Structure_of_parasternal_lymph_node	0.4
fma:Infrahyoid_artery	snomed:Infrahyoid_artery	0.56
fma:Gluteus_medius	snomed:Structure_of_gluteus_medius_muscle	0.35
fma:Left_leaf_of_central_tendon	snomed:Left_leaf_of_central_tendon	0.54
fma:Tendon_of_flexor_pollicis_longus	snomed:Structure_of_flexor_pollicis_longus_muscle_tendon	0.45
fma:Catecholamine	snomed:Catecholamine	0.53
fma:Bulb_of_hair_follicle	snomed:Hair_bulb_structure	0.49
fma:Pulmonary_arterial_trunk	snomed:Pulmonary_artery_structure	0.46
fma:Distal_epiphysis_of_distal_phalanx_of_index_finger	snomed:Head_of_distal_phalanx_of_index_finger	0.56
fma:Set_of_superior_tributary_of_tracheobronchial_lymph_nodes	snomed:Structure_of_superior_tracheobronchial_lymph_node	0.45
fma:Accessory_saphenous_vein	snomed:Structure_of_accessory_saphenous_vein	0.42
fma:Set_of_sigmoid_veins	snomed:Structure_of_sigmoid_vein	0.34
fma:Set_of_joints_of_thoracic_vertebral_column	snomed:Thoracic_spine_joint_structure	0.11
fma:Tarsal_bone	snomed:Bone_structure_of_ankle	0.45
fma:Cuneate_nucleus	snomed:Structure_of_nucleus_cuneatus	0.43
fma:Superior_articular_process_of_third_cervical_vertebra	snomed:Structure_of_superior_articular_process_of_third_cervical_vertebra	0.53
fma:Carotid_sinus_nerve	snomed:Carotid_branch_of_glossopharyngeal_nerve	0.73
fma:Set_of_splenic_trabeculae	snomed:Trabecula_of_spleen	0.41
fma:Inferior_articular_process_of_fourth_cervical_vertebra	snomed:Structure_of_inferior_articular_process_of_fourth_cervical_vertebra	0.53
fma:Base_of_arytenoid_cartilage	snomed:Structure_of_base_of_arytenoid_cartilage	0.49
fma:Set_of_trabeculae_carneae_of_right_ventricle	snomed:Structure_of_trabecula_carnea_of_right_ventricle	0.45
fma:Gonadotropin	snomed:Gonadotropin	0.5
fma:Posterior_tibiofibular_ligament	snomed:Structure_of_posterior_tibiofibular_ligament	0.49
fma:Inferior_gluteal_nerve	snomed:Structure_of_inferior_gluteal_nerve	0.47
fma:Tibiofemoral_joint	snomed:Structure_of_femorotibial_joint	0.4
fma:Medial_femoral_intermuscular_septum	snomed:Medial_femoral_intermuscular_septum	0.56
fma:Denticulate_ligament	snomed:Structure_of_dentate_ligament	0.36
fma:Second_intercostal_nerve	snomed:Second_intercostal_nerve	0.54
fma:Muscle_of_shoulder	snomed:Structure_of_skeletal_muscle_of_shoulder	0.38
fma:Arcuate_nucleus_of_hypothalamus	snomed:Structure_of_nucleus_infundibularis_hypothalami	0.48
fma:Appendicular_lymph_node	snomed:Structure_of_appendicular_lymph_node	0.48
fma:Vertebral_arch	snomed:Structure_of_arch_of_vertebra	0.55
fma:Set_of_transverse_cervical_veins	snomed:Structure_of_transverse_cervical_vein	0.41
fma:Inferior_ganglion_of_vagus_nerve	snomed:Vagus_nerve_nodose_ganglion	0.63
fma:Posterior_nucleus_of_thalamus	snomed:Structure_of_posterior_nucleus_of_thalamus	0.5
fma:Matrix_of_lysosome	snomed:Matrix_of_lysosome	0.62
fma:Frontonasal_suture	snomed:Structure_of_frontonasal_suture_of_skull	0.53
fma:Tendon_of_triceps_brachii	snomed:Entire_triceps_tendon	0.32
fma:Distal_epiphysis_of_phalanx_of_fourth_toe	snomed:Structure_of_head_of_phalanx_of_fourth_toe	0.51
fma:Muscle_of_abdomen	snomed:Skeletal_muscle_structure_of_abdomen	0.45
fma:Bile	snomed:Gallbladder_bile	0.27
fma:Set_of_nuclei_of_trapezoid_body	snomed:Trapezoid_body_nucleus_structure	0.36
fma:Transverse_head_of_adductor_pollicis	snomed:Structure_of_transverse_head_of_adductor_pollicis_muscle	0.46
fma:Set_of_common_iliac_lymph_nodes	snomed:Structure_of_iliac_lymph_node	0.25
fma:Meningeal_branch_of_mandibular_nerve	snomed:Nervus_spinosus	0.69
fma:Set_of_superior_cerebral_veins	snomed:Structure_of_superior_cerebral_vein	0.41
fma:Spermatid	snomed:Spermatid	0.66
fma:Descending_colon	snomed:Descending_colon_structure	0.49
fma:Lactiferous_sinus	snomed:Structure_of_lactiferous_sinus	0.45
fma:Right_external_iliac_artery	snomed:Structure_of_right_external_iliac_artery	0.47
fma:Buccinator_lymph_node	snomed:Structure_of_buccinator_lymph_node	0.45
fma:Ciliary_process	snomed:Structure_of_ciliary_processes	0.41
fma:Articular_capsule_of_distal_radio_ulnar_joint	snomed:Structure_of_capsule_of_distal_radioulnar_joint	0.52
fma:Skin_of_knee	snomed:Skin_structure_of_knee	0.47
fma:Lacrimal_fold	snomed:Structure_of_lacrimal_fold	0.43
fma:Fascia_of_brachialis	snomed:Structure_of_brachial_fascia	0.41
fma:Set_of_deep_temporal_veins	snomed:Structure_of_deep_temporal_vein	0.37
fma:Extensor_digiti_minimi	snomed:Extensor_digiti_minimi_muscle_structure	0.44
fma:Lamina_of_axis	snomed:Lamina_of_axis	0.56
fma:Ependymal_cell	snomed:Ependymal_cell	0.66
fma:Set_of_eyelashes	snomed:Structure_of_eyelashes	0.35
fma:Musculature_of_perineum	snomed:Skeletal_muscle_structure_of_perineum	0.33
fma:Suture	snomed:Suture_structure	0.41
fma:Diaphysis_of_phalanx_of_index_finger	snomed:Structure_of_shaft_of_phalanx_of_index_finger	0.55
fma:Set_of_joints_of_hand	snomed:Hand_joint_structure	0.31
fma:Lateral_tarsal_artery	snomed:Structure_of_lateral_tarsal_artery	0.4
fma:Infra_orbital_artery	snomed:Structure_of_infraorbital_artery	0.45
fma:Second_thoracic_vertebra	snomed:Bone_structure_of_T2	0.04
fma:Lateral_lumbar_intertransversarius	snomed:Structure_of_lateral_intertransversarius_lumborum_muscle	0.62
fma:Radiate_sternocostal_ligament	snomed:Structure_of_sternocostal_radiate_ligaments	0.46
fma:Dorsal_digital_nerve_of_big_toe	snomed:Dorsal_digital_nerve_to_great_toe	0.47
fma:Inferior_alveolar_artery	snomed:Structure_of_inferior_alveolar_artery	0.47
fma:Left_lower_second_primary_molar_tooth	snomed:Structure_of_deciduous_mandibular_left_second_molar_tooth	0.37
fma:Bulb_of_penis	snomed:Structure_of_bulb_of_penis	0.39
fma:Set_of_interphalangeal_joints_of_foot	snomed:Interphalangeal_toe_joint_structure	0.41
fma:Right_lower_first_primary_molar_tooth	snomed:Structure_of_deciduous_mandibular_right_first_molar_tooth	0.38
fma:Second_coccygeal_vertebra	snomed:Structure_of_second_coccygeal_vertebra	0.52
fma:Fatty_acid	snomed:Fatty_acid	0.55
