Entity1	Entity2	Value
snomed:Antineoplastic_chemotherapy_regimen	nci:Chemotherapy_Regimen_New	0.37
snomed:Pancreatic_structure	nci:Pancreas	0.32
snomed:ohm	nci:Ohm	0.7
snomed:Fluorescence	nci:Fluorescence	0.5
snomed:Phthirus_pubis	nci:Pediculosis_Pubis	0.21
snomed:Hemostatic_function	nci:Hemostasis	0.25
snomed:Lung_surfactant	nci:Lung_Surfactant	0.5
snomed:Amniotic_cavity_infection_unspecified	nci:Amnionitis	0.15
snomed:Tissue_plasminogen_activator_preparation	nci:Tissue_Plasminogen_Activator	0.48
snomed:Gigabecquerel	nci:Gigabecquerel	0.68
snomed:Communicable_disease	nci:Infectious_Disease_Pathway	0.02
snomed:Recombinant_human_chorionic_gonadotrophin	nci:Therapeutic_Human_Chorionic_Gonadotropin	0.55
snomed:Granulation_tissue	nci:Granulation_Tissue	0.5
snomed:Genome	nci:Genome	0.5
snomed:White_color	nci:White_Color	0.55
snomed:Pericardiocentesis	nci:Pericardiocentesis	0.74
snomed:Laryngeal	nci:Laryngeal	0.59
snomed:Immunoglobulin	nci:Immunoglobulin	0.54
snomed:Diaphragm_structure	nci:Diaphragm	0.42
snomed:Colony_stimulating_factor_granulocytic	nci:Colony_Stimulating_Factor-3	0.52
snomed:Site	nci:Site	0.5
snomed:Pontine_structure	nci:Pontine	0.38
snomed:Oral_hygiene_finding	nci:Oral_Hygiene	0.43
snomed:Stages	nci:Stage_Generic	0.49
snomed:Urea_measurement	nci:Carbamide	0.33
snomed:Anti_DNA_antibody	nci:Recombinant_Humanized_IgG1k_Monoclonal_Antibody_TRC093	0.31
snomed:Inspiration	nci:Aspiration	0.42
snomed:Repeat	nci:Replicate	0.3
snomed:Treatment_intent	nci:Treat	0.43
snomed:Peru	nci:Per	0.45
snomed:Intramuscular_injection_NOS	nci:Intramuscular	0.44
snomed:Laboratory_test_result_abnormal	nci:Abnormal_Laboratory_Test	0.5
snomed:Sclerosis	nci:Sclerosis	0.5
snomed:Corn_of_toe	nci:Maize	0.38
snomed:Ascitic_fluid	nci:Peritoneal_Effusion	0.0
snomed:Meckel_s_diverticulum_NOS	nci:Meckel_Diverticulum	0.51
snomed:Pink_color	nci:Pink	0.43
snomed:Eltrombopag	nci:Eltrombopag_Base	0.55
snomed:Macrophage	nci:Histiocyte	0.09
snomed:Erythropoietin_preparation	nci:Erythropoietin	0.42
snomed:Pelvic	nci:Pelvis	0.43
snomed:Congenital_anomaly_of_cardiovascular_system	nci:Congenital_Cardiovascular_Abnormality	0.64
snomed:Grades	nci:Grade	0.47
snomed:Cannabis_dependence_episodic	nci:Cannabis_Dependence_Episodic_Use	0.69
snomed:Administration_of_drug_or_medicament	nci:Pharmacologic_Management	0.18
snomed:Lethargy	nci:Lethargic	0.43
snomed:Blood_cell	nci:Peripheral_Blood_Cell	0.55
snomed:Dorsal	nci:Dorsal	0.58
snomed:Corneal_disorder_NOS	nci:Eye_Cornea_MMHCC	0.35
snomed:Surgical_specialty	nci:Surgical_Specialty	0.59
snomed:Fruit	nci:Fruit	0.67
snomed:Contrast_radiology_of_lymphatic_tissue_NOS	nci:Lymphangiography	0.19
snomed:Ion	nci:Ions	0.5
snomed:Unit	nci:Unit_Property	0.5
snomed:Corn_of_toe	nci:Corn	0.55
snomed:Contagious_disease	nci:Infectious_Disorder	0.26
snomed:Fluoroscopic_myelogram	nci:Myelogram	0.3
snomed:Thrombolytic	nci:Thrombolytic_Agent	0.51
snomed:Disorder_of_artery	nci:Arterial_Disorder	0.43
snomed:Inorganic_chemical	nci:Inorganic_Chemical	0.69
snomed:Leukostasis	nci:Leukostasis	0.5
snomed:Variable	nci:Variable	0.5
snomed:Hemodialysis_route	nci:Hemodialysis	0.45
snomed:Imaging	nci:Diagnostic_Imaging	0.48
snomed:uIU	nci:Microinternational_Unit	0.78
snomed:Ganglioside_GMgt2lt	nci:Ganglioside_GM2	0.43
snomed:Antigen	nci:Antigen	0.54
snomed:Hyaline_casts	nci:Hyaline_Cast_Formation	0.48
snomed:Corneal_transplant	nci:Corneal_Transplant	0.5
snomed:Old_age	nci:Elderly	0.0
snomed:Subatomic_particle	nci:Subatomic_Particle	0.7
snomed:Water_product	nci:Nutrition_Water	0.0
snomed:kilocalorie	nci:Nutrition_Calories	0.39
snomed:Disorder_of_the_central_nervous_system	nci:Central_Nervous_System_Disorder	0.51
snomed:Mass	nci:Mass_Property	0.5
snomed:Apoptosis	nci:Apoptosis_Pathway	0.5
snomed:Disorder_of_pregnancy	nci:Pregnancy_Disorder	0.5
snomed:Echinacea_preparation	nci:Echinacea_Plant	0.39
snomed:Cell_structure	nci:Cell	0.44
snomed:Neoplasm_metastatic	nci:Metastasis	0.15
snomed:Histopathology	nci:Histopathology	0.5
snomed:Body_part_structure	nci:Body_Part	0.4
snomed:Obtained	nci:Obtain	0.6
snomed:Action	nci:Action	0.56
snomed:Cytolysis	nci:Cytolysis	0.5
snomed:State	nci:State	0.5
snomed:Activin_hormone	nci:Activin	0.4
snomed:Phagocytic_cell	nci:Phagocytic_Cell	0.61
snomed:Chromosome_inversion	nci:Inversion	0.32
snomed:Control	nci:Control	0.56
snomed:Mesentery_structure	nci:Mesenteric	0.31
snomed:Mass_of_body_structure	nci:Mass	0.33
snomed:Apple_flavor	nci:Apple	0.39
snomed:Receptor	nci:Receptor	0.57
snomed:Thoracic_cage_X_ray	nci:Chest_Radiography	0.2
snomed:Pulse_function	nci:Pulse	0.37
snomed:Lymphangiography_NOS	nci:Lymphography	0.47
snomed:Classes	nci:Class	0.45
snomed:Blocking	nci:Block_Activity	0.5
snomed:Mississippi	nci:Ms	0.0
snomed:Caucasian	nci:White	0.55
snomed:Pigmented_nevus_no_ICD_O_subtype	nci:Melanocytic_Nevus	0.24
snomed:Diagnostic_nuclear_medicine_NOS	nci:Scanning_Procedure_or_Technique	0.0
snomed:Sexual_behavior_finding	nci:Sex	0.24
snomed:Lack_of_energy	nci:Fatigue	0.56
snomed:Patient_discharge	nci:Discharge	0.44
snomed:Short	nci:Short_Value	0.5
snomed:Cerebral_meninges_structure	nci:Cerebral_Meninges	0.52
snomed:Route_of_administration_value	nci:Route	0.56
snomed:With_type	nci:Type	0.33
snomed:Meninges_disorder_NOS	nci:Meninges	0.38
snomed:Optical_illusion_function	nci:Optical_Illusion	0.44
snomed:Regular_insulin	nci:Insulin	0.39
snomed:Biomedical_equipment	nci:Device	0.0
snomed:Adhesion	nci:Adhesion	0.5
snomed:Chromosomal_anomalies_NOS	nci:Chromosome_Disorder	0.3
snomed:Class	nci:Class	0.5
snomed:Italians	nci:Italian	0.54
snomed:Complex	nci:Complexes	0.5
snomed:Eruption_of_skin	nci:Skin_Rash	0.17
snomed:Homo_sapiens	nci:Man	0.13
snomed:Dependent_drug_abuse	nci:Drug_Dependence	0.41
snomed:Metabolic_disease	nci:Metabolic_Disorder	0.54
snomed:Sexual_activity_NOS	nci:Sex_Behavior	0.36
snomed:Communicable_disease	nci:Infectious_Disorder	0.05
snomed:Disturbance_in_affect	nci:Mood_Alteration	0.0
snomed:Unit_of_radioactivity	nci:Unit_of_Radioactivity	0.68
snomed:Cigarette_smoker	nci:Cigarette_Smoker	0.5
snomed:Fourth	nci:Fourth_Name_Suffix	0.5
snomed:Bacterial_toxin	nci:Bacterial_Toxin	0.57
snomed:kat	nci:Katal	0.72
snomed:Caspase_1	nci:Ice	0.0
snomed:Free_radical	nci:Free_Radicals	0.55
snomed:Types	nci:Terminology_Kind	0.0
snomed:Infant_child	nci:Infant	0.41
snomed:ukat	nci:Microkatal	0.65
snomed:Digestive_tract_structure	nci:Gastrointestinal_Tract	0.44
snomed:Metastatic_squamous_cell_carcinoma	nci:Metastatic_Squamous_Cell_Carcinoma	0.58
snomed:Somatostatin	nci:Somatostatin	0.56
snomed:Neoplasm_metastatic	nci:Metastasize	0.12
snomed:Disorder_of_mediastinum	nci:Mediastinal_Disorder	0.46
snomed:Undescended_testis	nci:Undescended_Testis	0.5
snomed:N_category	nci:N_Stage	0.0
snomed:Unit_of_temperature	nci:Unit_of_Temperature	0.56
snomed:General_metabolic_function	nci:Metabolism	0.16
snomed:Necrosis	nci:Necrosis	0.5
snomed:Degenerative_disorder	nci:Degenerative_Disorder	0.51
snomed:Laryngeal	nci:Larynx	0.35
snomed:Chloramphenicol_acetyltransferase	nci:Cat	0.0
snomed:Ulcer	nci:Ulceration	0.4
snomed:Blood_vessel_structure	nci:Blood_Vessel	0.44
snomed:Chest_infection	nci:Lower_Respiratory_Tract_Infection	0.26
snomed:Teaching_principal	nci:Principal	0.35
snomed:Secondary_Ca_NOS	nci:Metastasize	0.0
snomed:Autoimmune	nci:Autoimmune_Process	0.62
snomed:Fibrin	nci:Fibrin	0.5
snomed:Cannabis_dependence_unspecified	nci:Cannabis_Dependence	0.61
snomed:Unit_of_volume	nci:Unit_of_Volume	0.76
snomed:Cancer_antigen_19_9	nci:CA19-9_Antigen	0.66
snomed:Pegfilgrastim	nci:Pegfilgrastim	0.68
snomed:Functional_disorder	nci:Pathophysiology	0.19
snomed:Body_surface_area	nci:Body_Surface_Area	0.5
snomed:Triglycerides_measurement	nci:Triglycerides	0.44
snomed:Postoperative_wound_infection	nci:Postoperative_Wound_Infection	0.56
snomed:Vernix_caseosa	nci:Vernix_Caseosa	0.5
snomed:Hallucinogen_dependence_continuous	nci:Hallucinogen_Dependence_Continuous_Use	0.71
snomed:Medium	nci:Medium_Material	0.5
snomed:Morphologic_finding	nci:Morphologic_Finding	0.52
snomed:Echography	nci:Ultrasound	0.0
snomed:Apocrine_cystadenoma	nci:Apocrine_Hydrocystoma	0.47
snomed:Thoracic	nci:Chest	0.0
snomed:Cocaine_dependence	nci:Cocaine_Dependence	0.71
snomed:Chloride_measurement	nci:Chloride	0.38
snomed:Iontophoresis_route	nci:Ions	0.25
snomed:Perception_function	nci:Perception	0.41
snomed:Autoimmune_reaction	nci:Autoimmune_Process	0.5
snomed:Colostrum	nci:Colostrum	0.56
snomed:Silicone	nci:Silicone	0.52
snomed:Melanocytic_nevus_of_skin	nci:Mole	0.0
snomed:Gene	nci:Gene	0.53
snomed:Diverticulum	nci:Diverticulum	0.61
snomed:Jaw_region_structure	nci:Jaw	0.27
snomed:Urethral_gland_structure	nci:Urethra_Gland_MMHCC	0.42
snomed:Back_region	nci:Back	0.42
snomed:Transmissible_disease	nci:Infectious_Disorder	0.02
snomed:Removal_of_soft_tissue	nci:Excision_of_Soft_Tissue	0.29
snomed:Tetracosactrin	nci:Cortrsyn	0.0
snomed:Hallucinogen_dependence	nci:Hallucinogen_Dependence	0.68
snomed:Corneal_disorder_NOS	nci:Corneal_Disorder	0.57
snomed:GAg_gene	nci:GAG_Gene	0.5
snomed:Thyrotropin_releasing_hormone_preparation	nci:Protirelin	0.28
snomed:Recombinant_urate_oxidase	nci:Rasburicase	0.5
snomed:Erythrocyte	nci:Erythrocyte	0.56
snomed:Extents	nci:Extent	0.48
snomed:Mixed	nci:Mix	0.41
snomed:Lymphoma_stage	nci:Lymphoma_by_Stage	0.49
snomed:Immunosuppressant	nci:Immunosuppressant	0.65
snomed:Laboratory_procedures_general	nci:Test	0.45
snomed:Erythrosin_B_stain	nci:FD_C_Red_No_3	0.0
snomed:Ureteric	nci:Ureter	0.46
snomed:Buserelin	nci:Buserelin	0.53
snomed:International_units_per_square_meter	nci:International_Unit_per_Square_Meter	0.64
snomed:Body_fluid	nci:Body_Fluid_or_Substance	0.53
snomed:Sardine	nci:Sardine	0.55
snomed:pN_category	nci:Regional_Lymph_Node_Involvement	0.0
snomed:Body_region_structure	nci:Body_Region	0.41
snomed:Drug_suspension	nci:Mixture	0.14
snomed:Sea_blue_histiocyte	nci:Sea-Blue_Histiocyte	0.6
snomed:Inhaling	nci:Inhaling	0.5
snomed:Recombinant_human_chorionic_gonadotrophin	nci:Human_Chorionic_Gonadotropin	0.36
snomed:Endoscopic_operation	nci:Endoscopic_Surgery	0.27
snomed:Gray_color	nci:Gray_Color	0.5
snomed:Mucopolysaccharide	nci:Glycosaminoglycan	0.08
snomed:Resident_tissue_macrophage	nci:Histiocyte	0.09
snomed:Lymphangiography_NOS	nci:Lymphangiogram	0.42
snomed:Attribute	nci:Concept_Attribute	0.5
snomed:Alkaloid	nci:Alkaloid	0.53
snomed:Reed_Sternberg_cell	nci:Reed-Sternberg_Cell	0.56
snomed:Relative	nci:Relative	0.74
snomed:Arsenic_product	nci:Arsenic	0.4
snomed:Pulse_function	nci:Pulse_Phenomenon	0.37
snomed:Gonadotrophic_hormone	nci:Gonadotropin	0.35
snomed:Nicotine_dependence	nci:Nicotine_Dependence	0.61
snomed:Blood_pressure_finding	nci:Blood_Pressure_Finding	0.59
snomed:Metalloproteinase	nci:Metalloproteinase	0.56
snomed:Collagen_fiber	nci:Collagen_Fiber	0.54
snomed:farad	nci:F	0.0
snomed:Compound_nevus	nci:Compound_Nevus	0.69
snomed:Antineoplastic_chemotherapy_regimen	nci:Chemotherapy_Regimen	0.37
snomed:Child_of	nci:Child_Offspring	0.45
snomed:Physical_examination_procedure	nci:Physical_Examination	0.57
snomed:Techniques_values	nci:Method	0.0
snomed:Hypoxia	nci:Hypoxic	0.44
snomed:Sodium_measurement	nci:Sodium	0.36
snomed:Hemolysis	nci:Hemolysis	0.55
snomed:Perineal	nci:Perineum	0.38
snomed:Types	nci:Type	0.47
snomed:Chest_cold	nci:Lower_Respiratory_Tract_Infection	0.16
snomed:Hydrolase	nci:Hydrolase	0.6
snomed:Specimen	nci:Specimen	0.6
snomed:Dairy_foods	nci:Dairy_Product	0.22
snomed:Nuclear_medicine_diagnostic_procedure	nci:Scanning_Procedure_or_Technique	0.0
snomed:Cancer_antigen_125	nci:CA-125_Antigen	0.66
snomed:Neoplasm_metastatic	nci:Secondary_Neoplasm	0.1
snomed:Oral_hygiene_status	nci:Oral_Hygiene	0.44
snomed:Lymphocytic	nci:Lymphocyte	0.44
snomed:Armenia	nci:Arm	0.36
snomed:Neoplastic_disease	nci:Neoplastic_Syndrome	0.27
snomed:Lengths	nci:Length	0.48
snomed:Treats	nci:Intent_To_Treat	0.47
snomed:mIU	nci:Milliinternational_Unit	0.78
snomed:Nicotine	nci:Nicotine	0.52
snomed:Liquid_substance	nci:Liquid	0.4
snomed:Vaginal_structure	nci:Vaginal	0.38
snomed:Object	nci:Object	0.5
snomed:Digit_structure	nci:Digital	0.24
snomed:Physical_examination_procedure	nci:Physical	0.33
snomed:Hematology_test	nci:Hematologic_Technique	0.61
snomed:Quantity	nci:Quantity	0.5
snomed:Assisted_suicide	nci:Terminal_Sedation	0.5
snomed:Mass_of_body_structure	nci:Mass_Property	0.3
snomed:Yeast	nci:Yeast_Dried	0.5
snomed:Marginal	nci:Margin	0.5
snomed:Discharge_of_eye	nci:Eye_Discharge	0.58
snomed:Manual	nci:Manual	0.5
snomed:Donor	nci:Donor_Generic	0.54
snomed:Thoracic_structure	nci:Thoracic	0.39
snomed:Subkingdom_Tracheobionta	nci:Vascular_Plant	0.04
snomed:Small_intestinal_structure	nci:Intestine_Small_Intestine_MMHCC	0.39
snomed:Class	nci:Class_Taxon	0.5
snomed:Hypericum_perforatum	nci:Hypericum_perforatum_Plant	0.58
snomed:Tissue_donor	nci:Donor_Generic	0.31
snomed:Squamous_cell_carcinoma_metastatic	nci:Metastatic_Squamous_Cell_Carcinoma	0.65
snomed:Ulceration	nci:Ulceration	0.5
snomed:nkat	nci:Nanokatal	0.65
snomed:Drug_abuse	nci:Drug_Abuse	0.52
snomed:Structure_of_root_canal_of_tooth	nci:Canalis_Radicis_Dentis	0.03
snomed:Chemical_element	nci:Element_Part	0.32
snomed:degrees_C	nci:Degree_Celsius	0.51
snomed:Probe_device	nci:Probe	0.39
snomed:Chemotherapy	nci:Chemotherapy_Regimen_New	0.43
snomed:Bone_marrow_aspiration_procedure	nci:Bone_Marrow_Aspiration	0.63
snomed:Somatomedin_preparation	nci:Insulin-Like_Growth_Factor	0.4
snomed:Never_smoked_tobacco	nci:Never_Smoker	0.43
snomed:Colony_stimulating_factor_granulocytic	nci:Recombinant_Granulocyte_Colony_Stimulating_Factor	0.65
snomed:Radical	nci:Radical	0.54
snomed:Immunologic_competence_function	nci:Immunocompetence	0.41
snomed:Techniques_values	nci:Techniques	0.44
snomed:ms	nci:Ms	0.0
snomed:Date	nci:Date	0.5
snomed:Alphanumeric_entity	nci:Alphanumeric	0.45
snomed:Lupus_erythematosus_cell	nci:LE_Cell	0.5
snomed:Implant_device	nci:Implant	0.44
snomed:Instrument_device	nci:Instrumentation	0.43
snomed:cpm	nci:Count_per_Minute	0.59
snomed:Monocyte_count_NOS	nci:Mono	0.32
snomed:Corneal_disorder_NOS	nci:Cornea	0.35
snomed:Suspension	nci:Suspension	0.62
snomed:Secondary_Ca_NOS	nci:Secondary_Neoplasm	0.36
snomed:Gonadorelin	nci:Gonadotrophin_Releasing_Hormone	0.59
snomed:In_situ_perfusion	nci:Isolated_Perfusion	0.35
snomed:Squamous_cell_atypia	nci:Squamous_Cell_Atypia	0.65
snomed:Aspiration	nci:Aspiration	0.6
snomed:Thyrotropin_releasing_factor_agent	nci:Thyrotropin-Releasing_Hormone	0.39
snomed:Austria	nci:At	0.0
snomed:Sexual_transmission	nci:Sexual_Transmission	0.5
snomed:Sensitization	nci:Sensitization	0.5
snomed:Erythropoietin	nci:Erythropoietin	0.51
snomed:Person_in_the_family	nci:Family_Member	0.27
snomed:Motor_behavior	nci:Physical_Activity	0.08
snomed:Intra_arterial_injection	nci:Intraarterial_Route_of_Drug_Administration	0.54
snomed:Fluctuating	nci:Fluctuation	0.5
snomed:Goiter	nci:Goiter	0.75
snomed:Cone	nci:Cone_Dosage_Form	0.63
snomed:Operative_procedure_on_digestive_system	nci:Digestive_System_Surgery	0.54
snomed:Cardiovascular_finding	nci:Cardiovascular_Manifestation	0.31
snomed:Retroperitoneal_structure	nci:Retroperitoneal	0.43
snomed:Platelet_count_NOS	nci:Platelet	0.5
snomed:Abnormal_red_blood_cell	nci:Abnormal_Red_Blood_Cell	0.6
snomed:Cone_of_retina	nci:Cone_Shape	0.35
snomed:Genetic_inversion	nci:Chromosomal_Inversion	0.36
snomed:Poisoning	nci:Poisoning	0.51
snomed:Human_menopausal_gonadotropin	nci:Therapeutic_Human_Menopausal_Gonadotropin	0.55
snomed:Pediatric_surgery	nci:Pediatric_Surgery	0.59
snomed:Pulse_rate	nci:Pulse_Rate	0.54
snomed:Hormone	nci:Hormone	0.63
snomed:Transplant	nci:Graft	0.54
snomed:Behavior_showing_reduced_motor_activity	nci:Reduced_Activity	0.3
snomed:Leuprolide_acetate	nci:Leuprolide	0.53
snomed:Immunomodulator	nci:Immunostimulant	0.32
snomed:Nuclear_medicine_diagnostic_procedure	nci:Radionuclide_Imaging	0.1
snomed:Equal	nci:Equivalent	0.33
snomed:Immunoglobulin_hinge_region	nci:Immunoglobulin_Hinge_Region	0.56
snomed:Nicotine_inhaler	nci:Nicotine_Inhaler	0.5
snomed:Atrial_myxoma_with_lentigines	nci:Carney_Complex	0.58
snomed:Surgical_removal	nci:Excision	0.54
snomed:Heterogeneous_nuclear_RNA	nci:hnRNA	0.5
snomed:Finding_of_head_and_neck_region	nci:Head_and_Neck_Finding	0.43
snomed:Granular_casts	nci:Granular_Cast_Formation	0.49
snomed:Vascular_constriction_function	nci:Vasoconstriction	0.37
snomed:Erythroleukemia_FAB_M6	nci:Pure_Erythroid_Leukemia	0.47
snomed:Primary_malignant_neoplasm_of_liver	nci:Chemotherapy_Regimen_Used_to_Treat_Primary_Malignant_Neoplasm_of_Liver	0.34
snomed:Tonga	nci:To	0.0
snomed:Orthodontic_procedure	nci:Orthodontic_Treatment	0.54
snomed:Emotion	nci:Emotional	0.46
snomed:Monocyte_count	nci:Mono	0.34
snomed:Cytologic_atypia	nci:Cytologic_Atypia	0.73
snomed:Somatomedin	nci:Insulin-Like_Growth_Factor	0.57
snomed:Tumor_associated_antigen	nci:Tumor_Antigen	0.67
snomed:Integumentary_system_finding	nci:Integumentary_System_Finding	0.53
snomed:Low_temperature	nci:Cold_Temperature	0.34
snomed:Chemical_element	nci:Element_or_Isotope	0.6
snomed:Structure_of_cardiovascular_system	nci:Cardiovascular_System	0.42
snomed:Atypical_lymphocyte	nci:Atypical_Lymphocyte	0.5
snomed:Immunologic_function	nci:Immune_Function	0.46
snomed:Hospice	nci:Hospice_Care	0.5
snomed:Niemann_Pick_cell	nci:Niemann-Pick_Cell	0.6
snomed:Wedge	nci:Wedge	0.5
snomed:Neurological_finding	nci:Nervous_System_Finding	0.06
snomed:Cryosurgery	nci:Cryoablation	0.08
snomed:Factor_I	nci:Fibrinogen	0.0
snomed:With_type	nci:Terminology_Kind	0.0
snomed:Human_genome	nci:Human_Genome	0.5
snomed:Prolactin_preparation	nci:Prolactin	0.53
snomed:Damage	nci:Tissue_Damage	0.42
snomed:Impaired_tissue_repair	nci:Impaired_Healing	0.18
snomed:Liquid_dose_form	nci:Liquid_Dosage_Form	0.52
snomed:Spinal_cord_meninges_structure	nci:Spinal_Meninges	0.45
snomed:Silybum_marianum	nci:Milk_Thistle	0.0
snomed:Autoimmune_reaction	nci:Autoimmune	0.41
snomed:Fish	nci:Fish_Vertebrates	0.51
snomed:Proliferation	nci:Proliferation	0.5
snomed:Stomach_structure	nci:Gastric	0.0
snomed:Thymosin	nci:Thymosin	0.5
snomed:White_fish	nci:White_Fish	0.51
snomed:mkat	nci:Millikatal	0.65
snomed:Immunomodulator	nci:Immunoadjuvant	0.18
snomed:Dietary_finding	nci:Diet	0.43
snomed:Discontinued	nci:Disc	0.35
snomed:Thrombopoietin	nci:Recombinant_Human_Thrombopoietin	0.38
snomed:Carcinogen_effect_in_offspring	nci:Carcinogen_Effect_in_Offspring	0.5
snomed:Ringed_sideroblast	nci:Ringed_Sideroblast	0.5
snomed:Messenger_RNA	nci:Messenger_RNA	0.5
snomed:Carbon_dioxide_measurement	nci:Carbon_Dioxide	0.41
snomed:Lymphangiogram	nci:Lymphography	0.45
snomed:Fibrinogen_assay	nci:Fibrinogen	0.44
snomed:Pathology	nci:Pathology	0.59
snomed:pkat	nci:Picokatal	0.65
snomed:Autoimmune	nci:Autoimmune	0.6
snomed:Scale_device	nci:Scale	0.39
snomed:Grades	nci:Histopathologic_Grade	0.47
snomed:watt	nci:Watt	0.72
snomed:Gastrin_releasing_peptide	nci:Gastrin_Releasing_Peptide	0.54
snomed:Genetic_polymorphism	nci:Polymorphism	0.39
snomed:Chronic_obstructive_airways_disease_NOS	nci:Chronic_Obstructive_Airways_Disease	0.67
snomed:Gonadotrophic_hormone	nci:Therapeutic_Gonadotropin	0.67
snomed:Gaucher_cell	nci:Guacher_s_Cell	0.6
snomed:Usage	nci:Use	0.5
snomed:Thoracentesis	nci:Thoracentesis	0.78
snomed:Shape_finding	nci:Shape	0.42
snomed:lux	nci:Lux	0.57
snomed:Magnesium_measurement	nci:Magnesium	0.39
snomed:Breast_milk	nci:Milk	0.32
snomed:Pain	nci:Painful	0.42
snomed:Urethral	nci:Urethra	0.48
snomed:International_normalized_ratio	nci:International_Normalized_Ratio_of_Prothrombin_Time	0.43
snomed:Iraqi	nci:Iraqi	0.56
snomed:Pharmaceutical_excipient	nci:Pharmaceutical_Excipient	0.58
snomed:Postoperative_wound_infection	nci:Surgical_Wound_Infection	0.32
snomed:Transmission	nci:Transmission_Information	0.5
snomed:Angiography	nci:Angiogram	0.42
snomed:Drug_suspension	nci:Suspension_Dosage_Form	0.68
snomed:Nutrients	nci:Nutrient_Property	0.48
snomed:Tonga	nci:Ton	0.41
snomed:Chemical_compound	nci:Chemical	0.4
snomed:Sexual_behavior	nci:Sex_Personal_Attribute	0.27
snomed:Origins	nci:Origin	0.48
snomed:Lymphocyte_antigen_CD117	nci:Stem_Cell_Factor_Receptor	0.19
snomed:Rod_of_retina	nci:Rod_Shape	0.3
snomed:uCi	nci:Microcurie	0.67
snomed:Adenocarcinoma_metastatic	nci:Metastatic_Adenocarcinoma	0.64
snomed:Sarcolemma_structure	nci:Sarcolemma	0.46
snomed:DLethargy	nci:Lethargic	0.36
snomed:Chronic	nci:Chronic	0.53
snomed:Antineoplastic_chemotherapy_regimen	nci:Chemotherapy	0.36
snomed:Genetic_marker_function	nci:Genetic_Marker	0.43
snomed:No	nci:No	0.0
snomed:Date	nci:Date_Value	0.5
snomed:Parathyroid_structure	nci:Parathyroid_Gland	0.57
snomed:Pituitary_luteinizing_hormone	nci:Luteinizing_Hormone	0.49
snomed:Discharge	nci:Discharge_from_Healthcare_Facility	0.5
snomed:Retinal_vascular_disorder	nci:Retinal_Vascular_Disorder	0.61
snomed:Armenians	nci:Armenian	0.54
snomed:Bone_structure_of_spine	nci:Vertebral	0.0
snomed:Anticholinergic_agent	nci:Anticholinergic_Agent	0.66
snomed:Guam	nci:Guam	0.5
snomed:Beta_interferon	nci:Interferon_Beta	0.5
snomed:Megakaryocyte	nci:Megakaryocyte	0.6
snomed:Corneal_abrasion	nci:Corneal_Abrasion	0.63
snomed:Thoracic_structure	nci:Thorax	0.27
snomed:Cannabis_dependence_continuous	nci:Cannabis_Dependence_Continuous_Use	0.69
snomed:Suicide	nci:Suicide	0.5
snomed:Death	nci:Death	0.51
snomed:Pleurodesis	nci:Pleurodesis	0.76
