Entity1	Entity2	Value
fma:Third_ventricle	snomed:Third_ventricle_structure	0.5
fma:Mesentery_of_ileum	snomed:Structure_of_ileal_mesentery	0.41
fma:Olecranon	snomed:Structure_of_olecranon	0.34
fma:Big_toe	snomed:Great_toe_structure	0.42
fma:Lingual_cusp_of_tooth	snomed:Structure_of_lingual_cusp	0.4
fma:Pancreas	snomed:Pancreatic_structure	0.34
fma:Rectouterine_pouch	snomed:Structure_of_rectouterine_pouch	0.44
fma:Portion_of_body_substance	snomed:Body_substance	0.6
fma:Visual_system	snomed:Structure_of_visual_system	0.36
fma:Field_H	snomed:Structure_of_prerubral_area	0.38
fma:Set_of_tarsal_bones	snomed:Bone_structure_of_tarsus	0.24
fma:Anal_intersphincteric_groove	snomed:Structure_of_anal_intersphincteric_groove	0.45
fma:Cerebral_hemisphere	snomed:Cerebral_hemisphere_structure	0.47
fma:Superior_temporal_sulcus	snomed:Structure_of_superior_temporal_sulcus	0.46
fma:Posterior_part_of_leg	snomed:Structure_of_calf_of_leg	0.35
fma:Colic_impression_of_spleen	snomed:Structure_of_colic_surface_of_spleen	0.47
fma:Tributary_of_anterior_ciliary_vein	snomed:Structure_of_tributary_of_anterior_ciliary_vein	0.46
fma:Apical_foramen_of_root_of_tooth	snomed:Structure_of_apical_foramen_of_tooth	0.43
fma:Alveolar_atrium	snomed:Structure_of_atrium_of_alveolus	0.43
fma:Anteromedial_central_branch_of_anterior_communicating_artery	snomed:Structure_of_anteromedial_central_branch_of_anterior_communicating_artery	0.47
fma:Posterior_leaflet_of_mitral_valve	snomed:Structure_of_posterior_leaflet_of_mitral_valve	0.49
fma:Lateral_flexure_of_rectum	snomed:Lateral_flexure_of_rectum	0.55
fma:Posterior_segment_of_right_lobe_of_liver	snomed:Structure_of_posterior_segment_of_right_lobe_of_liver	0.53
fma:Left_eye	snomed:Left_eye_structure	0.43
fma:Nutrient_foramen	snomed:Nutrient_foramen	0.6
fma:Left_posterior_cusp_of_aortic_valve	snomed:Structure_of_left_cusp_of_aortic_valve	0.48
fma:Inferior_orbital_fissure	snomed:Structure_of_inferior_orbital_fissure	0.5
fma:Cerebellar_cortex	snomed:Cerebellar_cortex_structure	0.47
fma:Set_of_regions_of_back	snomed:Back_region	0.5
fma:Anterior_surface_of_cornea	snomed:Structure_of_anterior_surface_of_cornea	0.52
fma:External_naris	snomed:Structure_of_anterior_naris	0.44
fma:Anterior_interventricular_sulcus	snomed:Structure_of_anterior_interventricular_sulcus	0.5
fma:Paraduodenal_fold	snomed:Structure_of_paraduodenal_fold	0.43
fma:Tributary_of_great_cerebral_vein	snomed:Structure_of_tributary_of_great_cerebral_vein	0.48
fma:Supraventricular_crest	snomed:Structure_of_crista_supraventricularis	0.47
fma:Anterior_superior_renal_segment	snomed:Structure_of_anterior_superior_renal_segment	0.47
fma:Skin_of_third_toe	snomed:Skin_structure_of_third_toe	0.5
fma:Inferior_palpebral_arch	snomed:Structure_of_inferior_palpebral_arch	0.44
fma:Gracile_tubercle	snomed:Clava_structure	0.42
fma:Commissure_of_fornix_of_forebrain	snomed:Structure_of_hippocampal_commissure	0.45
fma:Medial_surface_of_testis	snomed:Entire_medial_aspect_of_testis	0.28
fma:Inflow_part_of_right_atrium	snomed:Structure_of_intercaval_sinus	0.06
fma:Stapes	snomed:Stapes_structure	0.43
fma:Papillary_muscle_of_right_ventricle	snomed:Structure_of_papillary_muscles_of_right_ventricle	0.51
fma:Rectouterine_fold	snomed:Structure_of_posterior_ligament_of_uterus	0.45
fma:Perinuclear_space	snomed:Perinuclear_cisterna	0.69
fma:Infra_orbital_foramen	snomed:Infraorbital_foramen_structure	0.49
fma:Tributary_of_superior_petrosal_sinus	snomed:Structure_of_tributary_of_superior_petrosal_sinus	0.44
fma:Retropharyngeal_compartment	snomed:Structure_of_retropharyngeal_area	0.22
fma:Left_frontal_sinus	snomed:Left_frontal_sinus_structure	0.52
fma:Cortex_of_thymus	snomed:Structure_of_thymic_cortex	0.37
fma:Peduncle_of_flocculus	snomed:Structure_of_flocculus_peduncle	0.45
fma:Surface_of_epiglottic_cartilage	snomed:Surface_of_epiglottic_cartilage	0.56
fma:Trapezoid_body	snomed:Structure_of_trapezoid_body	0.4
fma:Symphysial_surface_of_pubis	snomed:Structure_of_symphysial_surface_of_pubis	0.46
fma:Sublingual_artery	snomed:Structure_of_sublingual_branch_of_lingual_artery	0.48
fma:Articular_facet_of_atlas	snomed:Structure_of_articular_facet_of_atlas	0.5
fma:Ureter	snomed:Ureteric_structure	0.41
fma:Pia_arachnoid	snomed:Leptomeninges_structure	0.26
fma:Right_lateral_border_of_body_of_sternum	snomed:Structure_of_right_lateral_border_of_body_of_sternum	0.54
fma:Rima_glottidis	snomed:Rima_glottidis_structure	0.49
fma:Ampulla_of_anterior_semicircular_duct_of_membranous_labyrinth	snomed:Structure_of_anterior_membranous_ampulla	0.48
fma:Laryngeal_saccule	snomed:Structure_of_laryngeal_pouch	0.41
fma:Suprarenal_vein	snomed:Structure_of_suprarenal_vein	0.45
fma:Right_cerebral_hemisphere	snomed:Right_cerebral_hemisphere_structure	0.51
fma:Small_intestine	snomed:Small_intestinal_structure	0.41
fma:Labyrinthine_artery	snomed:Structure_of_labyrinthine_artery	0.42
fma:Humerus	snomed:Bone_structure_of_humerus	0.28
fma:Inferior_duodenal_fold	snomed:Structure_of_inferior_duodenal_fold	0.45
fma:Clavicular_facet_of_scapula	snomed:Structure_of_clavicular_facet_of_scapula	0.47
fma:Lateral_process_of_malleus	snomed:Structure_of_lateral_process_of_malleus	0.46
fma:Left_posterior_cerebral_artery	snomed:Structure_of_left_posterior_cerebral_artery	0.46
fma:Costal_groove_of_tenth_rib	snomed:Structure_of_costal_groove_of_tenth_rib	0.46
fma:Vortex_of_heart	snomed:Structure_of_vortex_of_the_heart	0.38
fma:Lobe_of_prostate	snomed:Structure_of_lobe_of_prostate	0.45
fma:Mesoappendix	snomed:Structure_of_mesoappendix	0.42
fma:Mucous_gland_of_gallbladder	snomed:Mucous_gland_of_gallbladder	0.56
fma:Left_anterior_cerebral_artery	snomed:Structure_of_left_anterior_cerebral_artery	0.45
fma:Superior_margin_of_spleen	snomed:Structure_of_superior_margin_of_spleen	0.47
fma:Infrarenal_aorta	snomed:Structure_of_infrarenal_aorta	0.41
fma:Primary_follicle_of_ovary	snomed:Structure_of_primary_ovarian_follicle	0.46
fma:Left_border_of_heart_viewed_radiologically	snomed:Structure_of_left_margin_of_heart	0.45
fma:Anterior_lobe_of_prostate	snomed:Structure_of_prostatic_isthmus	0.42
fma:Lingula_of_cerebellum	snomed:Lingula_of_cerebellum	0.55
fma:Myocardium_of_left_ventricle	snomed:Structure_of_myocardium_of_left_ventricle	0.44
fma:Transverse_fold_of_rectum	snomed:Structure_of_transverse_fold_of_rectum	0.47
fma:Splenic_recess_of_lesser_sac	snomed:Structure_of_splenic_fossa_of_omental_sac	0.36
fma:Base_of_patella	snomed:Structure_of_base_of_patella	0.41
fma:Right_frontal_lobe	snomed:Right_frontal_lobe_structure	0.48
fma:Muscular_layer_of_bladder	snomed:Structure_of_muscularis_of_urinary_bladder	0.38
fma:Broad_ligament_of_uterus	snomed:Broad_ligament_structure	0.34
fma:Arachnoid_villus	snomed:Pacchionian_granulation	0.12
fma:Solitary_lymphoid_follicle_of_rectum	snomed:Rectal_solitary_lymphoid_follicle	0.53
fma:Right_lung	snomed:Right_lung_structure	0.43
fma:Articular_circumference_of_ulna	snomed:Structure_of_articular_circumference_of_ulna	0.46
fma:Rubro_olivary_tract	snomed:Rubro_olivary_tract	0.59
fma:Scaphoid_compartment	snomed:Scaphoid_fossa_structure	0.4
fma:Anterior_triangle_of_neck	snomed:Anterior_triangle_of_neck	0.59
fma:Distal_root_of_tooth	snomed:Distal_tooth_root	0.57
fma:Posterior_nasal_aperture	snomed:Structure_of_choana	0.31
fma:Interventricular_foramen	snomed:Structure_of_interventricular_foramen	0.46
fma:Hippocampal_sulcus	snomed:Structure_of_hippocampal_fissure	0.43
fma:Triangular_fovea_of_arytenoid_cartilage	snomed:Structure_of_fovea_triangularis_of_arytenoid_cartilage	0.5
fma:Paranasal_sinus	snomed:Structure_of_paranasal_sinus_cavity	0.36
fma:Region_of_pelvic_peritoneum	snomed:Pelvic_region_of_peritoneum	0.54
fma:Skin_of_thumb	snomed:Skin_structure_of_thumb	0.48
fma:Ophthalmic_artery	snomed:Structure_of_ophthalmic_artery	0.39
fma:Medial_border_of_patella	snomed:Medial_border_of_patella	0.56
fma:Inferior_macular_artery	snomed:Structure_of_inferior_macular_artery	0.45
fma:Area_postrema	snomed:Structure_of_area_postrema	0.4
fma:Medial_inguinal_fossa	snomed:Structure_of_medial_inguinal_fossa	0.45
fma:Lamina_propria_of_renal_pelvis	snomed:Structure_of_lamina_propria_of_renal_pelvis	0.46
fma:Jejunum	snomed:Jejunal_structure	0.27
fma:Ependyma_of_lateral_ventricle	snomed:Structure_of_ependyma_of_lateral_ventricle	0.49
fma:Lower_limb	snomed:Region_of_lower_extremity	0.43
fma:Second_metacarpal_facet_of_trapezoid	snomed:Structure_of_articular_surface_trapezoid_of_second_metacarpal_bone	0.51
fma:Trabecula_carnea	snomed:Trabeculae_carneae_cordis	0.49
fma:Lateral_part_of_neck	snomed:Posterior_triangle_of_neck	0.21
fma:Set_of_viscera_of_abdomen	snomed:Structure_of_abdominal_viscus	0.28
fma:Parietal_serous_pericardium	snomed:Structure_of_parietal_pericardium	0.44
fma:Ary_epiglottic_fold	snomed:Aryepiglottic_fold_structure	0.48
fma:Posterior_surface_of_kidney	snomed:Structure_of_posterior_surface_of_kidney	0.49
fma:Fissure_for_ligamentum_venosum	snomed:Structure_of_groove_of_ligamentum_venosum_of_liver	0.45
fma:Tributary_of_superior_sagittal_sinus	snomed:Structure_of_tributary_of_superior_sagittal_sinus	0.45
fma:Commissure_of_superior_colliculus	snomed:Structure_of_commissure_of_superior_colliculus	0.49
fma:Supraopticohypophysial_tract	snomed:Structure_of_supraoptic_hypophyseal_tract	0.45
fma:Anterior_wall_of_pyloric_antrum	snomed:Anterior_wall_of_antrum_of_stomach	0.45
fma:Serosa_of_appendix	snomed:Appendiceal_serosa	0.56
fma:Rectovesical_septum	snomed:Structure_of_rectovesical_septum	0.4
fma:Spiral_valve_of_cystic_duct	snomed:Structure_of_valve_of_Heister	0.33
fma:Nasopharynx	snomed:Nasopharyngeal_structure	0.37
fma:Interventricular_sulcus	snomed:Interventricular_groove	0.59
fma:Set_of_cartilages	snomed:Cartilaginous_tissue_structure	0.29
fma:Posterior_wall_of_nasopharynx	snomed:Structure_of_posterior_wall_of_nasopharynx	0.47
fma:Set_of_buttocks	snomed:Buttock_structure	0.43
fma:Renal_corpuscle	snomed:Renal_corpuscle_structure	0.46
fma:Superior_cerebellar_peduncle	snomed:Structure_of_superior_cerebellar_peduncle	0.51
fma:Epiglottic_vallecula	snomed:Structure_of_vallecula_of_epiglottis	0.44
fma:Upper_jaw	snomed:Upper_jaw_region_structure	0.38
fma:Rectal_venous_plexus	snomed:Entire_hemorrhoidal_plexus	0.05
fma:Jugular_foramen	snomed:Jugular_foramen_structure	0.48
fma:Gastrophrenic_ligament	snomed:Structure_of_gastrophrenic_ligament	0.45
fma:Pericardium	snomed:Pericardial_structure	0.36
fma:Tooth_socket_of_maxilla	snomed:Part_of_maxillary_alveolus	0.15
fma:Costal_surface_of_lung	snomed:Structure_of_costal_surface_of_lung	0.44
fma:Sphenoidal_emissary_foramen	snomed:Structure_of_sphenoidal_emissary_foramina	0.42
fma:Cavity_of_laryngeal_saccule	snomed:Laryngeal_sinus	0.33
fma:Set_of_cerebral_gyri	snomed:Structure_of_cerebral_gyrus	0.29
fma:Serosa	snomed:Serous_membrane_structure	0.2
fma:Hilum_of_spleen	snomed:Structure_of_hilum_of_spleen	0.41
fma:Bronchial_gland	snomed:Bronchial_mucous_gland	0.56
fma:Upper_limb	snomed:Upper_limb_structure	0.47
fma:Subcommissural_organ	snomed:Structure_of_subcommissural_organ	0.44
fma:Axillary_fossa	snomed:Axillary	0.43
fma:Short_insular_gyrus	snomed:Structure_of_short_insular_gyrus	0.41
fma:Epiploic_appendage	snomed:Structure_of_appendix_epiploica	0.42
fma:Splenic_pulp	snomed:Splenic_pulp	0.59
fma:Mandibular_notch	snomed:Mandibular_notch	0.56
fma:Bronchopulmonary_segment	snomed:Bronchopulmonary_segment_structure	0.63
fma:Body_of_uterus	snomed:Body_of_uterus_structure	0.44
fma:Circular_sulcus_of_insula	snomed:Structure_of_Reil_s_limiting_sulcus	0.2
fma:Lateral_surface_of_fourth_toe	snomed:Structure_of_lateral_surface_of_fourth_toe	0.51
fma:Preculminate_fissure_of_cerebellum	snomed:Preculminate_fissure_of_cerebellum	0.56
fma:Ora_serrata	snomed:Structure_of_ora_serrata_of_retina	0.45
fma:Sacral_hiatus	snomed:Structure_of_hiatus_of_sacrum	0.4
fma:Oblique_diameter_of_pelvis	snomed:Oblique_diameter_of_pelvis	0.56
fma:Posterior_surface_of_cornea	snomed:Structure_of_posterior_surface_of_cornea	0.52
fma:External_axis_of_eyeball	snomed:Structure_of_external_axis_of_eyeball	0.52
fma:Lateral_lemniscus	snomed:Lateral_lemniscus_structure	0.49
fma:Inferior_nasal_concha	snomed:Inferior_nasal_turbinate_structure	0.52
fma:Set_of_joints_of_trunk	snomed:Joint_structure_of_trunk	0.45
fma:Epiphysial_junction	snomed:Structure_of_epiphyseal_line	0.5
fma:Notch_of_cardiac_apex	snomed:Structure_of_notch_of_apex_of_heart	0.43
fma:Lateral_pharyngeal_space	snomed:Structure_of_lateral_pharyngeal_space	0.53
fma:Set_of_coronary_arteries	snomed:Coronary_artery_structure	0.38
fma:Scaphoid_fossa	snomed:Scaphoid_fossa_structure	0.49
fma:Lumen_of_ejaculatory_duct	snomed:Lumen_of_ejaculatory_duct	0.56
fma:Uterine_vein	snomed:Structure_of_uterine_vein	0.36
fma:Left_lateral_inguinal_fossa	snomed:Structure_of_left_inguinal_triangle	0.12
fma:Internal_sphincter_of_urinary_bladder	snomed:Structure_of_internal_sphincter_of_urinary_bladder	0.49
fma:Jaw	snomed:Jaw_region_structure	0.28
fma:Olecranon_process	snomed:Entire_olecranon	0.22
fma:Olfactory_sulcus	snomed:Structure_of_olfactory_sulcus	0.41
fma:Adventitia_of_deferent_duct	snomed:Structure_of_adventitia_of_vas_deferens	0.48
fma:Brachium_of_superior_colliculus	snomed:Structure_of_superior_brachium_of_corpora_quadrigemina	0.44
fma:Hypophysial_fossa	snomed:Structure_of_pituitary_fossa	0.42
fma:Right_atrium	snomed:Right_atrial_structure	0.35
fma:Anterior_wall_of_vagina	snomed:Structure_of_anterior_wall_of_vagina	0.44
fma:Urethral_gland__male_	snomed:Male_urethral_gland	0.55
fma:Diaphysis_of_fibula	snomed:Bone_structure_of_shaft_of_fibula	0.36
fma:Posterior_triangle_of_neck	snomed:Structure_of_lateral_portion_of_neck	0.16
fma:Cerebral_arterial_circle	snomed:Structure_of_circle_of_Willis	0.4
fma:Perineum	snomed:Perineal_structure	0.29
fma:Uterine_orifice_of_uterine_tube	snomed:Structure_of_uterine_ostium_of_fallopian_tube	0.33
fma:Set_of_anal_valves	snomed:Structure_of_anal_valves	0.35
fma:Angular_notch_of_stomach	snomed:Structure_of_angular_incisure_of_stomach	0.46
fma:Adrenal_gland	snomed:Adrenal_structure	0.26
fma:Cardiac_ventricle	snomed:Cardiac_ventricular_structure	0.41
fma:Anterior_process_of_malleus	snomed:Structure_of_anterior_process_of_malleus	0.46
fma:Central_tegmental_tract	snomed:Structure_of_central_tegmental_tract	0.45
fma:Cavity_of_laryngeal_saccule	snomed:Structure_of_ventricle_of_larynx	0.05
fma:Small_intestine	snomed:Small_intestinal	0.46
fma:Cochlear_canaliculus	snomed:Cochlear_canaliculus	0.55
fma:Anterior_chest	snomed:Anterior_chest_wall_structure	0.43
fma:Median_sulcus_of_tongue	snomed:Structure_of_median_furrow_of_tongue	0.46
fma:Posterior_medial_choroidal_artery	snomed:Structure_of_medial_branch_of_posterior_choroidal_artery	0.51
fma:Posterior_leaflet_of_tricuspid_valve	snomed:Structure_of_posterior_leaflet_of_tricuspid_valve	0.5
fma:Temporal_operculum	snomed:Structure_of_temporal_operculum	0.43
fma:Mucosa_of_epiglottis	snomed:Structure_of_mucous_membrane_of_epiglottis	0.3
fma:Lamina_propria_mucosae_of_jejunum	snomed:Jejunal_lamina_propria	0.56
fma:Set_of_zonular_spaces	snomed:Structure_of_zonular_spaces	0.44
fma:Anterior_cecal_artery	snomed:Structure_of_anterior_cecal_artery	0.44
fma:Skin_of_lower_limb	snomed:Skin_structure_of_lower_extremity	0.33
fma:Vertex	snomed:Vertex_structure	0.49
fma:Lingular_artery	snomed:Structure_of_lingular_branch_of_left_pulmonary_artery	0.39
fma:Bone_of_radius	snomed:Bone_structure_of_radius	0.47
fma:Set_of_maculae_cribrosae	snomed:Structure_of_macula_cribrosa	0.4
fma:Muscle_of_thorax	snomed:Skeletal_muscle_structure_of_thorax	0.64
fma:Ileocecal_fold	snomed:Structure_of_ileocecal_fold	0.41
fma:Anterior_ascending_branch_of_left_pulmonary_artery	snomed:Structure_of_anterior_ascending_branch_of_left_pulmonary_artery	0.5
fma:Wall_of_seminal_vesicle	snomed:Seminal_vesicle_wall_structure	0.49
fma:Uterovesical_pouch	snomed:Structure_of_vesicouterine_pouch	0.44
fma:Musculoskeletal_system	snomed:Structure_of_musculoskeletal_system	0.42
fma:Plantar_surface_of_third_toe	snomed:Structure_of_plantar_surface_of_third_toe	0.51
fma:Diaphragmatic_pleura	snomed:Structure_of_diaphragmatic_pleura	0.45
fma:Skeletal_muscle_tissue	snomed:Skeletal_muscle_structure	0.34
fma:Set_of_incisive_canals	snomed:Structure_of_palatine_duct	0.06
fma:Anterolateral_part_of_neck	snomed:Front_of_neck	0.19
fma:Rectal_gland	snomed:Rectal_gland	0.56
fma:Utriculosaccular_duct	snomed:Structure_of_utriculosaccular_duct	0.46
fma:Superior_surface_of_second_rib	snomed:Structure_of_upper_border_of_second_rib	0.24
fma:Angle_of_fifth_rib	snomed:Structure_of_angle_of_fifth_rib	0.41
fma:Ovary	snomed:Ovarian_structure	0.26
fma:Mucosa_of_stomach	snomed:Gastric_mucous_membrane_structure	0.5
fma:Dorsal_surface_of_thumb	snomed:Structure_of_dorsal_surface_of_thumb	0.44
fma:Superior_duodenal_fold	snomed:Structure_of_superior_duodenal_fold	0.46
fma:Oblique_ridge_of_tooth	snomed:Oblique_ridge_of_tooth	0.56
fma:Gastric_impression_of_liver	snomed:Structure_of_gastric_impression_of_liver	0.48
fma:Bone_of_stapes	snomed:Bone_structure_of_stapes	0.48
fma:Intestinal_villus	snomed:Intestinal_villus	0.55
fma:Spino_olivary_tract	snomed:Spino_olivary_tract_structure	0.48
fma:Penicillus	snomed:Structure_of_penicilliary_arteries	0.25
fma:Inferior_surface_of_liver	snomed:Structure_of_visceral_aspect_of_liver	0.24
fma:Left_anterior_bronchopulmonary_segment	snomed:Structure_of_anterior_segment_of_upper_division_of_left_upper_lobe_of_lung	0.51
fma:Tectal_plate	snomed:Corpora_quadrigemina_structure	0.22
fma:Anterior_cusp_of_aortic_valve	snomed:Structure_of_right_cusp_of_aortic_valve	0.49
fma:Distolingual_cusp_of_tooth	snomed:Structure_of_distolingual_cusp	0.44
fma:Lateral_border_of_foot	snomed:Lateral_side_of_foot	0.45
fma:Inferior_vena_cava	snomed:Inferior_vena_cava_structure	0.47
fma:Cavity_of_body_of_uterus	snomed:Endometrial_cavity_structure	0.48
fma:Superior_fascia_of_pelvic_diaphragm	snomed:Structure_of_superior_fascia_of_pelvic_diaphragm	0.49
fma:Anterior_part_of_leg	snomed:Shin_structure	0.42
fma:Urogenital_part_of_perineum	snomed:Urogenital_triangle	0.59
fma:Lateral_wall_of_orbit	snomed:Structure_of_lateral_wall_of_orbit	0.49
fma:Collicular_part_of_prostatic_urethra	snomed:Seminal_colliculus_structure	0.48
fma:Posterior_vein_of_corpus_callosum	snomed:Structure_of_posterior_corpus_callosal_vein	0.43
fma:Olfactory_bulb	snomed:Structure_of_olfactory_bulb	0.4
fma:Occipital_horn_of_lateral_ventricle	snomed:Structure_of_posterior_horn_of_lateral_ventricle	0.49
fma:Supratrochlear_artery	snomed:Structure_of_supratrochlear_artery	0.45
fma:Vein_of_scala_tympani	snomed:Structure_of_vein_of_the_scala_tympani	0.38
fma:Foramen_lacerum	snomed:Structure_of_foramen_lacerum	0.43
fma:Set_of_cerebellar_fissures	snomed:Structure_of_cerebellar_fissure	0.4
fma:Neck_of_malleus	snomed:Structure_of_neck_of_malleus	0.41
fma:Ciliary_margin_of_iris	snomed:Structure_of_ciliary_margin_of_iris	0.45
fma:Cavity_of_serous_sac	snomed:Structure_of_cavity_of_serous_sac	0.41
fma:Plantar_surface_of_fifth_toe	snomed:Structure_of_plantar_surface_of_fifth_toe	0.51
fma:Temporal_pole	snomed:Structure_of_temporal_pole	0.39
fma:Medial_margin_of_kidney	snomed:Structure_of_medial_border_of_kidney	0.45
fma:Portion_of_connective_tissue	snomed:Connective_tissue	0.5
fma:Set_of_eyelids	snomed:Eyelid_structure	0.41
fma:Thigh	snomed:Thigh_structure	0.38
fma:Serous_pericardium	snomed:Serous_pericardium_structure	0.5
fma:Conchal_part_of_pinna	snomed:Concha_of_ear_structure	0.39
fma:Set_of_pelvic_viscera	snomed:Structure_of_pelvic_viscus	0.23
fma:Superior_anastomotic_vein	snomed:Structure_of_superior_anastomotic_vein	0.46
fma:Surface_of_lens	snomed:Surface_of_lens	0.63
fma:Floor_of_mouth	snomed:Floor_of_mouth_structure	0.45
fma:Skin_of_limb	snomed:Skin_structure_of_extremity	0.19
fma:Hilum_of_adrenal_gland	snomed:Structure_of_hilum_of_adrenal_gland	0.45
fma:Posterior_sacral_foramina	snomed:Structure_of_dorsal_foramina_of_sacrum	0.17
fma:Posterior_temporal_diploic_vein	snomed:Structure_of_posterior_temporal_diploic_vein	0.46
fma:Inferior_cerebellar_vein	snomed:Structure_of_inferior_cerebellar_vein	0.44
fma:Internal_surface_of_fifth_rib	snomed:Structure_of_inner_surface_of_fifth_rib	0.26
fma:Amygdala	snomed:Amygdaloid_structure	0.36
